period,id,name,order,level,unit,value
2026-Q2,CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,LƯU CHUYỂN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,1,1,VNĐ,5253680177765.0
2026-Q2,CF_PROFIT_BEFORE_TAX,  ‣ Lợi nhuận trước thuế,2,2,VNĐ,7184684207426.0
2026-Q2,CF_DEPRECIATION_AND_AMORTISATION,  ‣ Khấu hao TSCĐ và BĐSĐT,3,2,VNĐ,2851263156834.0
2026-Q2,CF_PROVISIONS,  ‣ Các khoản dự phòng,4,2,VNĐ,29729264501.0
2026-Q2,CF_FOREIGN_EXCHANGE_LOSS_GAIN,"  ‣ Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",5,2,VNĐ,36508026287.0
2026-Q2,CF_LOSS_GAIN_FROM_DISPOSAL_OF_FIXED_ASSETS,  ‣ Lãi/(lỗ) từ thanh lý tài sản cố định,6,2,VNĐ,0.0
2026-Q2,CF_LOSS_GAIN_FROM_INVESTMENT,"  ‣ Lãi, lỗ từ hoạt động đầu tư",7,2,VNĐ,-312411561122.0
2026-Q2,CF_INTEREST_EXPENSE,  ‣ Chi phí lãi vay,8,2,VNĐ,1519613868123.0
2026-Q2,CF_INTEREST_AND_DIVIDENDS_RECEIVED,  ‣ Thu lãi và cổ tức,9,2,VNĐ,0.0
2026-Q2,CF_DEPRECIATION_AMORTIZATION,  ‣ Phân bổ lợi thế thương mại,10,2,VNĐ,0.0
2026-Q2,CF_CASH_AND_CASH_EQUIVALENTS_AT_BEGINNING_OF_PERIOD_RESTATED,  ‣ Tiền và tương đương tiền đầu kỳ (Điều chỉnh lại),11,2,VNĐ,0.0
2026-Q2,CF_CASH_AND_CASH_EQUIVALENTS_AT_END_OF_PERIOD_RESTATED,  ‣ Tiền và tương đương tiền cuối kỳ (Điều chỉnh lại),12,2,VNĐ,0.0
2026-Q2,CF_OPERATING_PROFIT_BEFORE_CHANGES_IN_WORKING_CAPITAL,  ‣ Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,13,2,VNĐ,11309386962049.0
2026-Q2,CF_INSURANCE_RECEIVABLES,  ‣ Phải thu hoạt động BH gốc,14,2,VNĐ,
2026-Q2,CF_INWARD_REINSURANCE_RECEIVABLES,  ‣ Phải thu hoạt động BH Nhận Tái,15,2,VNĐ,
2026-Q2,CF_OUTWARD_REINSURANCE_RECEIVABLES,  ‣ Phải thu hoạt động BH Nhượng tái,16,2,VNĐ,
2026-Q2,CF_OTHER_OPERATING_RECEIVABLES,  ‣ Phải thu hoạt động khác,17,2,VNĐ,
2026-Q2,CF_INTERNAL_RECEIVABLES_PAYABLES,  ‣ Phải thu/trả đơn vị nội bộ,18,2,VNĐ,
2026-Q2,CF_INSURANCE_PAYABLES,  ‣ Phải trả hoạt động BH gốc,19,2,VNĐ,
2026-Q2,CF_INWARD_REINSURANCE_PAYABLES,  ‣ Phải trả hoạt động BH Nhận Tái,20,2,VNĐ,
2026-Q2,CF_OUTWARD_REINSURANCE_PAYABLES,  ‣ Phải trả hoạt động BH Nhượng tái,21,2,VNĐ,
2026-Q2,CF_OTHER_OPERATING_PAYABLES,  ‣ Phải trả hoạt động khác,22,2,VNĐ,
2026-Q2,CF_EMPLOYEE_PAYABLES,  ‣ Phải trả CBCNV,23,2,VNĐ,
2026-Q2,CF_INCREASE_DECREASE_IN_RECEIVABLES,"  ‣ Tăng, giảm các khoản phải thu",24,2,VNĐ,-2192449788291.0
2026-Q2,CF_INCREASE_DECREASE_IN_INVENTORY,"  ‣ Tăng, giảm hàng tồn kho",25,2,VNĐ,-12416888818121.0
2026-Q2,CF_INCREASE_DECREASE_IN_PAYABLES,"  ‣ Tăng, giảm các khoản phải thu",26,2,VNĐ,10937459023519.0
2026-Q2,CF_INCREASE_DECREASE_IN_PREPAID_EXPENSES,"  ‣ Tăng, giảm chi phí trả trước",27,2,VNĐ,-458042256988.0
2026-Q2,CF_INTEREST_PAID,  ‣ Tiền lãi vay đã trả,28,2,VNĐ,-1463319682421.0
2026-Q2,CF_CORPORATE_INCOME_TAX_PAID,  ‣ Tiền thuế thu nhập thực nộp trong kỳ,29,2,VNĐ,
2026-Q2,CF_OTHER_RECEIPTS_FROM_OPERATING_ACTIVITIES,  ‣ Tiền thu khác từ hoạt động kinh doanh,30,2,VNĐ,0.0
2026-Q2,CF_OTHER_PAYMENTS_FOR_OPERATING_ACTIVITIES,  ‣ Tiền chi khác cho hoạt động kinh doanh,31,2,VNĐ,-245192384986.0
2026-Q2,CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,LƯU CHUYỂN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,32,1,VNĐ,-10946013242594.0
2026-Q2,CF_PAYMENTS_FOR_FIXED_ASSETS,"  ‣ Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",33,2,VNĐ,-6703186347074.0
2026-Q2,CF_PROCEEDS_FROM_DISPOSAL_OF_FIXED_ASSETS,"  ‣ Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",34,2,VNĐ,4953208163.0
