period,id,name,order,level,unit,value
2026-Q2,IS_REVENUE,DOANH THU BÁN HÀNG VÀ CUNG CẤP DỊCH VỤ,1,1,VNĐ,55557246173846.0
2026-Q2,IS_REVENUE_DEDUCTIONS,Các khoản giảm trừ doanh thu,2,1,VNĐ,-398343874945.0
2026-Q2,IS_NET_REVENUE,Doanh thu thuần về bán hàng và cung cấp dịch vụ,3,1,VNĐ,55158902298901.0
2026-Q2,IS_COST_OF_GOODS_SOLD,Giá vốn hàng bán,4,1,VNĐ,-44671115105470.0
2026-Q2,IS_GROSS_PROFIT,LỢI NHUẬN GỘP VỀ BÁN HÀNG VÀ CUNG CẤP DỊCH VỤ,5,1,VNĐ,10487787193431.0
2026-Q2,IS_FINANCIAL_INCOME,DOANH THU HOẠT ĐỘNG TÀI CHÍNH,6,1,VNĐ,616702745168.0
2026-Q2,IS_FINANCIAL_EXPENSES,CHI PHÍ TÀI CHÍNH,7,1,VNĐ,-1925757870997.0
2026-Q2,IS_INTEREST_EXPENSES,  ‣ Chi phí lãi vay,8,2,VNĐ,-1519613868123.0
2026-Q2,IS_SHARE_OF_ASSOCIATES_AND_JOINT_VENTURES_RESULT,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",9,1,VNĐ,1672357361.0
2026-Q2,IS_SELLING_EXPENSES,CHI PHÍ BÁN HÀNG,10,1,VNĐ,-1717603199584.0
2026-Q2,IS_GENERAL_AND_ADMINISTRATIVE_EXPENSES,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,11,1,VNĐ,-307796866973.0
2026-Q2,IS_OPERATING_PROFIT,Lợi nhuận thuần từ hoạt động kinh doanh,12,1,VNĐ,7155004358406.0
2026-Q2,IS_OTHER_PROFIT,Thu nhập khác,13,1,VNĐ,29679849020.0
2026-Q2,IS_OTHER_INCOME,  ‣ Thu nhập khác,14,2,VNĐ,82682443691.0
2026-Q2,IS_OTHER_EXPENSES,  ‣ Chi phí khác,15,2,VNĐ,-53002594671.0
2026-Q2,IS_SHARE_OF_PROFIT_IN_ASSOCIATES_AND_JOINT_VENTURES,"Phần lợi nhuận từ đầu tư vào công ty liên kết, liên doanh",16,1,VNĐ,0.0
2026-Q2,IS_PROFIT_BEFORE_TAX,TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,17,1,VNĐ,7184684207426.0
2026-Q2,IS_CORPORATE_INCOME_TAX_EXPENSES,CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP,18,1,VNĐ,-760209940332.0
2026-Q2,IS_CURRENT_CORPORATE_INCOME_TAX_EXPENSES,  ‣ CHI PHÍ THUẾ TNDN HIỆN HÀNH,19,2,VNĐ,-904510286555.0
2026-Q2,IS_DEFERRED_INCOME_TAX_EXPENSES,  ‣ Chi phí thuế TNDN hoãn lại,20,2,VNĐ,144300346223.0
2026-Q2,IS_NET_PROFIT_AFTER_TAX,LỢI NHUẬN SAU THUẾ THU NHẬP DOANH NGHIỆP,21,1,VNĐ,6424474267094.0
2026-Q2,IS_MINORITY_INTEREST,Lợi ích của cổ đông không kiểm soát,22,1,VNĐ,53455262531.0
2026-Q2,IS_PROFIT_AFTER_TAX_FOR_SHAREHOLDERS_OF_PARENT_COMPANY,Lợi nhuận sau thuế của cổ đông công ty mẹ,23,1,VNĐ,6371019004563.0
2026-Q2,IS_BASIC_EARNINGS_PER_SHARE,Lãi cơ bản trên cổ phiếu,24,1,VNĐ,0.0
2026-Q2,IS_DILUTED_EARNINGS_PER_SHARE,Lãi suy giảm trên cổ phiếu,25,1,VNĐ,0.0
2026-Q1,IS_REVENUE,DOANH THU BÁN HÀNG VÀ CUNG CẤP DỊCH VỤ,1,1,VNĐ,53312910120686.0
2026-Q1,IS_REVENUE_DEDUCTIONS,Các khoản giảm trừ doanh thu,2,1,VNĐ,-412062818033.0
2026-Q1,IS_NET_REVENUE,Doanh thu thuần về bán hàng và cung cấp dịch vụ,3,1,VNĐ,52900847302653.0
2026-Q1,IS_COST_OF_GOODS_SOLD,Giá vốn hàng bán,4,1,VNĐ,-44535778694658.0
2026-Q1,IS_GROSS_PROFIT,LỢI NHUẬN GỘP VỀ BÁN HÀNG VÀ CUNG CẤP DỊCH VỤ,5,1,VNĐ,8365068607995.0
2026-Q1,IS_FINANCIAL_INCOME,DOANH THU HOẠT ĐỘNG TÀI CHÍNH,6,1,VNĐ,5938347436208.0
2026-Q1,IS_FINANCIAL_EXPENSES,CHI PHÍ TÀI CHÍNH,7,1,VNĐ,-1868827249709.0
2026-Q1,IS_INTEREST_EXPENSES,  ‣ Chi phí lãi vay,8,2,VNĐ,-1333414699291.0
2026-Q1,IS_SHARE_OF_ASSOCIATES_AND_JOINT_VENTURES_RESULT,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",9,1,VNĐ,315612782.0
2026-Q1,IS_SELLING_EXPENSES,CHI PHÍ BÁN HÀNG,10,1,VNĐ,-1344969024100.0
2026-Q1,IS_GENERAL_AND_ADMINISTRATIVE_EXPENSES,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,11,1,VNĐ,-385901879604.0
2026-Q1,IS_OPERATING_PROFIT,Lợi nhuận thuần từ hoạt động kinh doanh,12,1,VNĐ,10704033503572.0
2026-Q1,IS_OTHER_PROFIT,Thu nhập khác,13,1,VNĐ,58150335973.0
2026-Q1,IS_OTHER_INCOME,  ‣ Thu nhập khác,14,2,VNĐ,99982776284.0
2026-Q1,IS_OTHER_EXPENSES,  ‣ Chi phí khác,15,2,VNĐ,-41832440311.0
2026-Q1,IS_SHARE_OF_PROFIT_IN_ASSOCIATES_AND_JOINT_VENTURES,"Phần lợi nhuận từ đầu tư vào công ty liên kết, liên doanh",16,1,VNĐ,0.0
2026-Q1,IS_PROFIT_BEFORE_TAX,TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,17,1,VNĐ,10762183839545.0
2026-Q1,IS_CORPORATE_INCOME_TAX_EXPENSES,CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP,18,1,VNĐ,-1706265639522.0
2026-Q1,IS_CURRENT_CORPORATE_INCOME_TAX_EXPENSES,  ‣ CHI PHÍ THUẾ TNDN HIỆN HÀNH,19,2,VNĐ,-1681871206942.0
2026-Q1,IS_DEFERRED_INCOME_TAX_EXPENSES,  ‣ Chi phí thuế TNDN hoãn lại,20,2,VNĐ,-24394432580.0
2026-Q1,IS_NET_PROFIT_AFTER_TAX,LỢI NHUẬN SAU THUẾ THU NHẬP DOANH NGHIỆP,21,1,VNĐ,9055918200023.0
2026-Q1,IS_MINORITY_INTEREST,Lợi ích của cổ đông không kiểm soát,22,1,VNĐ,61914955881.0
