Ticker,ICBCode1,ICBName1,ICBCode2,ICBName2,ICBCode3,ICBName3,ICBCode4,ICBName4
PPE,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PPH,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
PPI,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PPP,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế
PPS,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PPT,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
PPY,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
PQN,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PRC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PRE,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PRINCIPAL VNEQ-A,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PRO,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
PRT,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PSB,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PSC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PSD,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
PSE,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
PSG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PSH,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
PSI,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PSL,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
PSN,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PSP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PSW,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
PTB,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
PTC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PTD,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PTE,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PTG,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
PTH,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
PTI,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PTL,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PTM,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
PTN,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PTO,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PTP,6000,Viễn thông,6000,Viễn thông,6000,Viễn thông,6000,Viễn thông
PTS,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PTT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PTV,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí
PTX,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
PV2,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PVA,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PVB,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí
PVBF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PVC,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí
PVD,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí
PVE,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí
PVG,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
PVH,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PVI,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PVL,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PVM,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PVO,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
PVP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PVR,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PVS,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí,0001,Dầu khí
PVT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PVV,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PVX,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PVY,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PWA,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PWS,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
PX1,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PXA,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PXC,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PXH,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PXI,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PXK,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PXL,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PXM,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PXP VEEF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
PXS,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PXT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
PYNELITE,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
QBR,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QBS,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
QCC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QCG,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
QHD,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QHW,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
QLD,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QLT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QNC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QNP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QNS,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
QNT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QNU,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QNW,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
QPH,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
QSP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QST,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
QTC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
QTP,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
R2F,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
RAL,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
RAT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
RBC,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
RCC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
RCD,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
RCL,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
RDP,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
REC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
REE,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
REN,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
RGC,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
RGG,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
RHN,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
RIC,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
ROS,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
RRC,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
RTB,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
RVCF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
RVIF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
RVPIF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
RYG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
S12,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
S27,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
S4A,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
S55,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
S72,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
S74,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
S96,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
S99,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SAB,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SAC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SAD,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SAF,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SAL,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SAM,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
SAP,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SAS,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SAV,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
SB1,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SBA,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
SBB,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SBC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SBD,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
SBG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SBH,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
SBL,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SBM,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
SBR,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
SBS,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
SBT,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SBV,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SC5,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SCA,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
SCB,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng
SCC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SCD,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SCG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SCI,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SCJ,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SCL,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SCO,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SCR,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
SCS,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SCV,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SCY,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SD1,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SD2,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SD3,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SD4,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SD5,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SD6,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SD7,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SD8,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SD9,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDA,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDB,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDD,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDE,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDH,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDJ,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDK,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDN,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDU,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDV,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDX,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SDY,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SEA,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SEB,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
SED,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SEP,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
SFC,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
SFG,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
SFI,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SFN,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SGB,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng
SGC,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SGC IMF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
SGD,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SGH,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SGI,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SGN,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SGO,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SGP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SGR,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
SGS,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SGT,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
SGV,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SHA,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
SHB,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng
SHC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SHE,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SHG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SHI,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
SHN,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
SHP,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
SHS,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
SHX,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SIC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SID,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
SIG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SII,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
SIP,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
SIV,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SJ1,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
SJC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SJD,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
SJE,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SJF,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
SJG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SJM,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
SJS,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
SKG,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
SKH,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
