Ticker,PE,PB,EV_EBITDA,ROE,IndustryPE,IndustryPB,IndustryEV_EBITDA,IndustryROE,MarketPE,MarketPB,Beta1Y
EMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224515767745999
EMS,4.18319,1.11013,2.68924,27.2009,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.285653050275194
EVG,10.39137,0.3313,19.22538,4.25288,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.33467670045381
FBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.249004833859779
FCM,8.13192,0.26132,4.79291,3.19563,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.742364590404988
FCN,23.15955,0.53212,10.41081,4.67178,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.15595934421357
FIC,14.11851,1.18372,14.17108,9.69773,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.0694293007994622
FID,128.38663,0.15934,10.34264,1.26288,14.23565,1.30767,10.6244,10.76602,14.02993,1.8676,0.540827158408036
FSO,6.89877,0.51644,1.47206,7.84362,11.12377,1.66041,16.00993,15.86231,13.33211,1.60007,-0.241507405615073
FT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218334170514998
G36,41.79547,0.82392,15.86821,1.91634,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.856913602951953
GAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDH,6.12853,1.14728,7.66966,18.72038,14.90324,1.26264,10.57164,9.80276,15.09166,0.63916,0.0
GEE,11.65265,4.91669,14.06775,45.08233,14.65099,1.63352,9.43834,16.06733,12.57264,1.93341,0.422169600519881
GEL,143.40515,1.1511,9.05511,6.54408,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.0
GEX,25.20791,1.00408,7.34721,10.32324,14.65099,1.63352,9.43834,16.06733,12.57264,1.93341,1.57421823135236
GH3,5.69468,0.0,5.66987,0.0,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.0220630859345585
GIC,22.83584,0.85176,3.59599,4.85793,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.281884923015239
GKM,7003.73683,0.13861,30.16563,0.00198,13.9342,1.23149,9.72471,10.71153,15.10405,2.03363,0.0650606794232388
GMD,13.36439,2.20508,10.25082,20.61205,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.899919348674848
GMH,7.16451,0.64073,4.60266,8.73227,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.304447564272425
GMX,6.99646,1.4124,2.20936,19.76857,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.0126325642883008
GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30250210811165
GSP,8.99464,0.77604,5.67824,8.89408,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.803007269735073
GTS,6.60076,0.8666,7.53672,13.5457,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.107106725777133
H11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192802473593027
HAH,7.17293,1.51021,4.68572,27.12964,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,1.17392700391298
HAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.282325739765265
HAN,18.61927,0.60695,33.87163,3.84269,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.91131519096197
HAS,171.9939,0.39247,10.304,0.0,18.64089,1.17611,11.34866,0.0,17.46413,1.57293,0.57210680124479
HBC,5.92267,0.68824,23.63637,12.15145,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.719061801189921
HBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0887601512579762
HC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506111091389643
HC3,11.72268,0.92013,20.58679,7.32323,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.244687361547337
HCC,3.63036,1.24417,2.66382,40.6994,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.0248725425621965
HCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115241641230431
HCT,40.62589,0.54151,3.96653,1.34046,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,-0.0794207212004479
HDA,15.25826,0.55216,2.48611,4.50614,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.303279060396022
HDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0241094019514246
HEC,6.04124,0.76479,2.72461,15.97229,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.0644409940542355
HEJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267466025524971
HEM,14.18468,1.18591,14.23601,,20.00597,0.81228,6.834,,19.03183,1.69442,0.609345768532971
HEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340666851146642
HFB,7.75931,0.88153,7.26614,11.48988,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.63788423794601
HHN,0.11141,0.01333,0.55615,11.96492,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,2.23160580590591
HHR,0.12973,0.03087,4.66154,,21.20909,3.17171,9.70624,,13.45403,1.59339,-0.0742633412960717
HHV,9.18426,0.44285,14.93798,5.87881,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.17502691067627
HID,22.75518,0.35167,8.94932,-1.94699,17.01323,1.99683,7.04001,12.44946,13.99959,2.00495,0.653201212041529
HLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396013519216959
HLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45454699842215
HLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295157022929899
HMH,7.80036,1.04946,8.36589,13.65666,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,-0.212672116887289
HMR,17.31609,0.69235,11.37083,3.90217,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.813208879717887
HMS,3.83154,0.0,2.47643,0.0,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.671833207547218
HNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450854078126126
HOM,12.28339,0.32339,2.75181,2.65572,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.0701551028029668
HPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0137552275398031
HPO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301053199586864
HSA,50.50768,0.0,,0.0,14.82406,1.65373,,12.59766,12.57264,1.93341,0.00778406367346922
HSP,3.87818,0.86905,2.54828,23.30037,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.199364049695554
HT1,12.43522,0.93301,4.2084,7.58053,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.838925244852938
HTE,15.14591,0.27291,11.85518,1.80478,7.77544,1.16765,6.73169,16.31052,12.57264,1.93341,0.496672081394417
HTI,3.39142,0.73054,3.96898,21.98899,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.123901642620481
HTV,8.34287,0.51687,4.28025,6.02725,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.22042789910045
HU1,31.7283,0.39188,17.24562,2.0133,19.65438,3.17472,17.81179,18.5949,12.57264,1.93341,0.581140095430983
HU3,16.71183,0.20707,7.92704,1.24216,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.720833207393868
HU4,7.44809,0.62116,3.69825,7.88705,19.65438,3.17472,17.81179,18.5949,12.57264,1.93341,1.05526818945896
HUB,4.82339,0.56736,6.02768,12.6549,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.699563115991332
HVH,11.5692,0.92417,9.61697,9.541,36.24015,8.4517,4.12612,18.87029,12.57264,1.93341,0.553200465836453
HVX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349022753195034
ICC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.518635395017623
ICG,7.38884,0.62019,209.87768,8.11526,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.259341304126145
ICI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69254470352083
ICN,19.60063,1.65013,36.19027,8.00892,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.178004092436418
ILA,163.3087,0.5878,12.03848,0.38618,13.56378,2.24158,6.33307,16.56933,14.8414,2.00203,0.861908212835102
ILB,6.15496,0.84621,5.15612,14.13248,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,-0.0157733300542755
ILC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.352000310707102
ILS,17.83974,1.81372,22.47581,11.51111,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,-0.543713419038668
IME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.199682130199151
INC,22.19198,1.03983,5.97209,5.16764,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.0384155272830999
ING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INN,7.41172,1.1655,2.82641,15.78297,5.31632,0.68464,3.38565,16.98726,12.57264,1.93341,0.274986425975041
IPA,5.92549,0.65712,23.80064,11.74683,7.77544,1.16765,6.73169,16.31052,12.57264,1.93341,1.54994140958203
ISG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345404007839861
IST,6.24093,1.93477,3.97755,30.0929,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,-0.986715009200472
ITS,20.02905,0.30453,32.65534,1.4584,13.65695,2.69446,7.22397,21.55873,12.57264,1.93341,0.361578994456809
KCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496800688515545
KDM,313.61726,2.74714,581.36427,0.88554,13.63684,1.21088,9.79167,10.73696,14.49262,2.02746,0.266682036200808
KHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0149558739935039
KIP,8.19828,0.91006,10.34163,10.81036,14.8205,0.88255,5.71527,7.88207,13.33211,1.60007,-0.124203639570567
KPF,5.66227,0.13947,7584.69093,2.4995,19.65438,3.17472,17.81179,18.5949,12.57264,1.93341,0.871396009802245
KSB,7.6039,0.54162,12.93319,7.31873,13.65695,2.69446,7.22397,21.55873,12.57264,1.93341,1.65662803949236
KSQ,2.94384,0.1108,26.1032,3.80451,13.65695,2.69446,7.22397,21.55873,12.57264,1.93341,0.848058697155665
KTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.370393023610971
L10,3.51785,0.7318,3.81416,21.58636,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.156444272071568
L12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298128315677385
L14,61.50578,1.40263,19.42006,2.28509,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.29030274966207
L18,4.65166,0.83901,12.84474,21.53794,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.19301606724257
L35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39277747172656
L40,1.43321,0.78984,2.44063,63.03873,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.475452341290415
L43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857843756189295
L44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.721021095912767
L45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357538917813038
L61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0900102887858821
L62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486110472652138
L63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0727277825410162
LAI,10.37829,0.69303,17.75825,6.70072,19.65438,3.17472,17.81179,18.5949,12.57264,1.93341,0.613909617427912
LBM,11.90923,1.42716,4.21023,18.22792,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.436026634716875
LCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204422520944457
LCD,273.04693,0.95933,11.02135,0.35135,7.3063,1.23837,13.54748,17.45876,12.57264,1.93341,0.0128639618078393
LCG,9.4552,0.55106,15.20836,5.4902,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.33106785072607
LCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296479099490928
LG9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791303432832343
LGC,38.86937,2.14927,12.19588,9.12677,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.0741947974420344
LHC,19.90305,1.38689,4.01466,16.43552,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.230025799171333
LIC,37.78417,5.73908,24.73166,19.39507,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.706757375116603
LIG,26.24211,0.23016,25.12057,1.43462,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.662096700391978
LLM,2.83932,1.43619,5.47275,67.43431,7.3063,1.23837,13.54748,17.45876,12.57264,1.93341,-0.205660804918516
LM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.100861208758779
LM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115973480630607
LM8,10.23134,0.48782,8.40689,4.77535,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.230654301641729
LMI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0986831844221133
LO5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171140941940962
LPT,4.38218,0.57391,3.58492,13.72307,5.31632,0.68464,3.38565,16.98726,12.57264,1.93341,0.463332240017788
LQN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115936852178592
LUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.579977111351649
MAC,7.39785,0.68136,9.07531,12.22007,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.381810710944834
MBG,21.62559,0.21097,9.47852,0.98321,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.868501521874953
MBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCC,32.25872,0.93429,10.18419,2.8312,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.0500803483166954
MCG,10.03567,0.42292,54.89014,1.6548,11.36432,1.70734,16.13496,15.98858,13.11573,1.61015,1.04527904748622
MCO,784.90905,0.37713,-5.1944,0.04807,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.898222133026178
MCP,83.5973,2.02679,12.63647,2.41875,7.94843,1.30514,7.41182,17.32838,12.57264,1.93341,0.0331659226846049
MDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDG,3.79284,1.55289,3.1371,56.24095,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.114864024715318
MEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.325124699770895
MES,371.6863,1.13942,104.64755,0.30696,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.0
MHC,3.0671,0.56757,-1328.41817,17.44375,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.870505181803892
MIE,77.64134,0.61497,13.75669,1.12183,7.3063,1.23837,13.54748,17.45876,12.57264,1.93341,-0.0292365993943183
MLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.158164874946668
MND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0886835566039983
MPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0674733288617937
MQB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0796091870916099
MQN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0775815856966563
MST,40.80432,0.97591,198.6174,2.58064,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.32595549607168
MTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137667228449083
MTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05489323232096
MTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796352333340774
MTS,4.41145,0.72505,2.82321,16.07542,11.59816,1.07837,9.46878,10.16612,12.57264,1.93341,0.31898976990062
MTV,5.73053,0.92215,-0.52918,16.09194,10.26114,0.67559,5.99055,9.96132,13.33211,1.60007,-0.740711883198554
MTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVC,4.90257,0.83961,5.19719,18.51821,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.352853388689514
MVN,30.71112,4.05431,14.0748,18.41091,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.656000520134126
NAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.24755076046596
NAG,11.94353,0.59247,5.32412,7.14755,8.46258,0.85716,4.37418,10.84477,12.57264,1.93341,0.454827139747575
NAP,10.18673,0.92051,2.95258,8.81646,7.94843,1.30514,7.41182,17.32838,12.57264,1.93341,-0.231324744621813
NAS,9.54877,1.07374,1.36077,10.37504,19.75763,2.84665,12.4329,16.29401,13.33211,1.60007,0.0377647069339506
NAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.409788200908369
NAV,8.47145,1.1635,7.50082,14.28669,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.133912433288842
NCT,4.79714,2.44312,3.59919,56.70038,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.112303737286015
NDX,8.29015,0.43311,10.17517,5.35004,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.150853325838924
NED,8.42802,0.46647,5.37457,5.55191,7.77544,1.16765,6.73169,16.31052,12.57264,1.93341,0.87373290666122
NEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHA,25.84645,0.75764,22.44123,3.25854,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.60047944883327
NHC,14.99524,1.19138,4.21774,8.09293,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.382678240043997
NHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46244302709142
NNC,4.79442,1.45886,4.138,33.98562,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.345267242717229
NO1,19.27467,0.36853,3.53466,1.47789,5.57838,0.6976,3.26541,16.50502,11.97562,1.86411,0.0906184911876146
NOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17462544294527
NTP,8.6236,2.36056,5.19438,28.31216,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.941401413749834
NUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420403546893157
NXT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0940589513312243
PAC,11.89075,1.09273,6.47043,9.4482,14.65099,1.63352,9.43834,16.06733,12.57264,1.93341,0.804481943265821
PAP,1368.7222,2.57287,10676.79628,0.21327,28.99823,4.02988,13.17123,16.8219,10.09701,0.27963,0.180579144398123
PBP,6.86116,0.74945,1.89296,11.08409,7.94843,1.30514,7.41182,17.32838,12.57264,1.93341,0.357893681752047
PBT,9.29904,1.05361,9.62756,10.95577,7.94843,1.30514,7.41182,17.32838,12.57264,1.93341,0.21382655722642
PC1,7.23425,0.92963,6.26727,17.49926,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.43478917220223
PCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679983601836106
PCM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.229713249360985
PCT,7.89717,0.79608,5.6573,13.61821,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.394202128511117
PDB,3.27894,1.23226,2.25704,36.8893,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.298507721262245
PDN,10.76549,3.35287,8.82261,31.70041,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.214258347808862
PDV,5.99321,0.6423,4.37381,10.64802,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.560635254622001
PEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0113416807389771
PEN,31.41287,0.921,9.60312,2.99803,12.73107,1.18483,10.27455,10.95969,15.47979,2.07647,-0.0217915214146587
PFL,14.40496,0.34839,19.71768,2.4215,22.80187,2.98948,17.51244,14.85195,12.71838,1.84131,1.04405516269831
PHC,7.51029,0.30756,20.78355,4.24431,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.734243963746833
PHH,1.82276,0.26604,-3.84344,14.13113,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.294572928909758
PHN,11.67272,2.47891,5.01282,20.92685,14.65099,1.63352,9.43834,16.06733,12.57264,1.93341,0.451849367466216
PHP,12.55684,2.07042,7.71137,19.96684,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.851674772523573
PID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.113698420682838
PJT,5.66282,0.64734,2.60914,12.06892,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.24209061744034
PLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32538076732974
PLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0843531638717499
PLO,2.93922,1.82242,-1.04724,1.98,14.66434,2.22354,6.19044,15.99812,12.57264,1.93341,0.682066750177943
PMP,5.9952,0.71405,3.85239,12.29494,7.94843,1.30514,7.41182,17.32838,12.57264,1.93341,-0.0355540534952675
PMS,8.20641,1.47719,2.86861,16.87333,7.3063,1.23837,13.54748,17.45876,12.57264,1.93341,0.280413164633195
PNP,7.26918,1.36922,3.23403,18.53381,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.420592788393384
PNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41250248921814
PPE,10.12847,1.78367,-0.15498,22.23195,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.0467829035045434
PPS,9.94973,0.79419,3.883,8.15584,5.31632,0.68464,3.38565,16.98726,12.57264,1.93341,0.309600187603708
PQN,3.38631,0.52314,8.32297,16.59247,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.0
PRC,29.07412,0.8116,15.73185,3.21389,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.538122278353656
PSB,138.39923,0.4448,12.48629,0.32167,11.59816,1.07837,9.46878,10.16612,12.57264,1.93341,0.854783862957749
PSC,8.07243,0.5687,1.99921,6.87103,14.66434,2.22354,6.19044,15.99812,12.57264,1.93341,-0.163298657589588
PSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572200595028948
PSN,8.91231,0.65722,8.22351,7.52376,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.342907134980503
PSP,56.36655,1.39576,6.31299,2.48702,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.0663793617916891
PTC,3.83983,0.4003,276.01057,10.57231,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.760461645280089
PTD,2.24664,0.39025,5.69831,25.32172,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.926057830668228
PTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.309095059834915
PTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384079787941083
PTS,3.24869,0.48662,1.83383,15.29827,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.0727622751320565
PTT,7.44937,0.57514,4.73969,7.96066,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,-0.0167795427512802
PVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555390603761438
PVH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473993694296196
PVM,23.15366,0.98197,3.09467,4.40385,5.31632,0.68464,3.38565,16.98726,12.57264,1.93341,0.562194971834174
PVP,5.88063,0.93644,3.7138,16.4729,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,1.09873015585764
PVT,7.45916,0.85722,3.79718,15.06356,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,1.19463083904861
PVV,0.19568,-1.12859,183.51234,0.0,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.772638014239963
PVX,334.18574,2.2319,35.77931,0.28602,13.46173,1.19454,10.77056,10.45133,14.62138,1.97174,0.333145369473148
PVY,37.24929,-0.22927,14.01991,0.0,10.87967,1.00084,9.21461,9.95177,12.57423,1.82924,0.00794538376205573
PX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXI,87.97231,0.1547,270.06667,0.1755,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.15360210298165
PXM,0.52464,-0.01799,11.36763,0.0,13.98151,1.29954,10.78224,10.85242,16.42996,2.20312,0.418351445166768
PXS,10.03672,1.50952,12.08394,14.71817,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.692092929267092
PXT,20.77206,0.4472,9.47356,2.1711,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,1.01554488128585
QCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0657608525753979
QHD,19.82208,4.47642,8.88636,24.32916,14.65099,1.63352,9.43834,16.06733,12.57264,1.93341,0.0561524950021877
QNC,9.68138,0.44175,5.54658,4.65337,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,0.383304105956052
QNP,7.84943,1.36626,4.69098,17.29524,11.88866,1.95819,8.07962,18.46725,12.57264,1.93341,0.0
QNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.660942515168139
QNU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142011619645202
QSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250925314558114
QTC,15.07265,2.18079,6.9246,15.03,13.38318,1.22515,10.67954,11.0732,12.57264,1.93341,-0.0841338807411328
RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143562628261598
