TargetTicker,Ticker,SimilarityScore,DistanceScore,MetricsCoverage,PeerPool,SimilarityBasis,PeerRank,CompanyName,LegalName,Sector,EntityType
GEE,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GEE,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GEE,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GEE,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GEE,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GEE,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GEE,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GEE,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GEE,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GEE,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GEL,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GEL,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GEL,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GEL,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GEL,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GEL,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GEL,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GEL,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GEL,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GEL,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GEX,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GEX,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GEX,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GEX,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GEX,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GEX,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GEX,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GEX,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GEX,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GEX,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GH3,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GH3,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GH3,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GH3,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GH3,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GH3,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GH3,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GH3,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GH3,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GH3,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GIC,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GIC,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GIC,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GIC,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GIC,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GIC,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GIC,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GIC,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GIC,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GIC,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GKM,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GKM,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GKM,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GKM,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GKM,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GKM,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GKM,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GKM,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GKM,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GKM,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GMD,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GMD,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GMD,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GMD,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GMD,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GMD,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GMD,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GMD,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GMD,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GMD,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GMH,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GMH,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GMH,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GMH,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GMH,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GMH,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GMH,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GMH,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GMH,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GMH,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GMX,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GMX,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GMX,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GMX,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GMX,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GMX,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GMX,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GMX,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GMX,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GMX,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GND,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GND,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GND,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GND,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GND,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GND,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GND,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GND,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GND,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GND,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GSP,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GSP,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GSP,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GSP,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GSP,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GSP,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GSP,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GSP,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GSP,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GSP,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GTH,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GTH,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GTH,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GTH,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GTH,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GTH,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GTH,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GTH,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GTH,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GTH,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
GTS,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
GTS,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
GTS,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
GTS,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
GTS,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
GTS,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
GTS,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
GTS,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
GTS,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
GTS,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
H11,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
H11,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
H11,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
H11,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
H11,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
H11,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
H11,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
H11,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
H11,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
H11,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
HAH,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
HAH,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
HAH,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
HAH,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
HAH,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
HAH,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
HAH,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
HAH,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
HAH,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
HAH,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
HAM,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
HAM,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
HAM,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
HAM,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
HAM,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
HAM,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
HAM,AGE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,7,AGE,AGE,Công nghiệp,CORPORATE
HAM,ALC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,8,ALC,ALC,Công nghiệp,CORPORATE
HAM,ALV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,9,ALV,ALV,Công nghiệp,CORPORATE
HAM,AME,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,10,AME,AME,Công nghiệp,CORPORATE
HAN,ABR,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,1,ABR,ABR,Công nghiệp,CORPORATE
HAN,ACC,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,2,ACC,ACC,Công nghiệp,CORPORATE
HAN,ACE,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,3,ACE,ACE,Công nghiệp,CORPORATE
HAN,ACS,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,4,ACS,ACS,Công nghiệp,CORPORATE
HAN,ACV,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,5,ACV,ACV,Công nghiệp,CORPORATE
HAN,ADP,,,0.0,ICB cấp 2: Công nghiệp,Cùng ngành/ICB; chờ đủ KPI để tính similarity,6,ADP,ADP,Công nghiệp,CORPORATE
