Ticker,Period,Metric,Value,DataType,SourceMode
HPG,2023-Q4,Cash,12267401160884.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q3,Cash,9696669423876.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q2,Cash,13252855086239.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q1,Cash,7868451566326.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q4,Cash,8324588920227.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q3,Cash,11881408346665.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q2,Cash,20325198022112.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q1,Cash,19060014590301.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q4,Cash,22471375562130.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q3,Cash,13376486099355.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q2,Cash,14644183731657.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q1,Cash,14018629193714.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q4,Cash,13001001772526.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q3,Cash,5628548667015.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q2,Cash,7489589626409.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q1,Cash,6157827189416.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q4,Cash,4564902312859.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q3,Cash,3972943652210.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q2,Cash,5900076071570.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q1,Cash,6110879210952.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q4,Cash,2515617135457.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q3,Cash,3976151668262.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q2,Cash,5319038225154.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q1,Cash,6662968459743.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q2,CurrentAssets,119968988853207.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q1,CurrentAssets,104365180994071.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q4,CurrentAssets,103659402759724.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q3,CurrentAssets,95425988115582.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q2,CurrentAssets,97613904938535.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q1,CurrentAssets,88914195573724.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q4,CurrentAssets,86674276272995.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q3,CurrentAssets,80841803394106.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q2,CurrentAssets,84466831221789.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q1,CurrentAssets,94032457790196.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q4,CurrentAssets,82716439173043.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q3,CurrentAssets,78482566275784.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q2,CurrentAssets,84903568227057.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q1,CurrentAssets,85412137003655.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q4,CurrentAssets,80514710854455.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q3,CurrentAssets,96870553001623.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q2,CurrentAssets,120220561631693.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q1,CurrentAssets,100439719965356.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q4,CurrentAssets,94154411120305.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q3,CurrentAssets,95958382276120.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q2,CurrentAssets,82425689816656.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q1,CurrentAssets,63943158727826.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q4,CurrentAssets,56800328871828.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q3,CurrentAssets,43319362756352.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q2,CurrentAssets,39021211004177.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q1,CurrentAssets,34134100270691.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q4,CurrentAssets,30471566196894.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q3,CurrentAssets,30494639754256.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q2,CurrentAssets,29254317510964.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q1,CurrentAssets,28055962486199.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q4,CurrentAssets,26013633267830.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q3,CurrentAssets,31834300607121.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q2,CurrentAssets,33311681394721.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q1,CurrentAssets,32950886918408.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q2,CurrentLiabilities,105037075079739.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q1,CurrentLiabilities,86369839061570.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q4,CurrentLiabilities,94186268324508.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q3,CurrentLiabilities,83163272833172.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q2,CurrentLiabilities,86427453449629.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q1,CurrentLiabilities,77298523955478.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q4,CurrentLiabilities,75225243262689.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q3,CurrentLiabilities,68995125104046.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q2,CurrentLiabilities,73551241248845.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q1,CurrentLiabilities,79314487942852.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q4,CurrentLiabilities,71513492904733.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q3,CurrentLiabilities,64117126047962.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q2,CurrentLiabilities,68684638366804.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q1,CurrentLiabilities,67898727221098.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q4,CurrentLiabilities,62385392809685.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q3,CurrentLiabilities,72529758653352.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q2,CurrentLiabilities,93614175927244.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q1,CurrentLiabilities,72447609869307.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q4,CurrentLiabilities,73459315876441.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q3,CurrentLiabilities,71995624227147.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q2,CurrentLiabilities,69333019977602.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q1,CurrentLiabilities,51504077676628.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q4,CurrentLiabilities,51975217453875.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q3,CurrentLiabilities,35959335130297.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q2,CurrentLiabilities,33561295345821.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q1,CurrentLiabilities,29619287506417.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q4,CurrentLiabilities,26997676529364.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q3,CurrentLiabilities,24505625834712.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q2,CurrentLiabilities,22370696041923.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q1,CurrentLiabilities,21872970606920.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q4,CurrentLiabilities,24299196176342.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q3,CurrentLiabilities,21460455144991.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q2,CurrentLiabilities,19959127538857.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q1,CurrentLiabilities,17459059766452.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q2,TotalDebt,27096593831648.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q1,TotalDebt,27817253418546.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q4,TotalDebt,27479194057074.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q3,TotalDebt,28356095137594.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q2,TotalDebt,27312288660990.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q1,TotalDebt,27256965869238.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q4,TotalDebt,27080443256096.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q3,TotalDebt,24517626484538.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q2,TotalDebt,19674955314582.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q1,TotalDebt,16080142067527.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q4,TotalDebt,10399119292481.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q3,TotalDebt,8744590378258.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q2,TotalDebt,8878939971816.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q1,TotalDebt,10304996868419.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q4,TotalDebt,11151651204402.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q3,TotalDebt,12629305426051.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q2,TotalDebt,13443161725051.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q1,TotalDebt,13921989392311.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q4,TotalDebt,13464931998700.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q3,TotalDebt,17710867201107.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q2,TotalDebt,15722216250958.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q1,TotalDebt,18268026878382.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q4,TotalDebt,17343247551512.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q3,TotalDebt,21254553307935.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q2,TotalDebt,20652229603664.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q1,TotalDebt,20243611152953.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q4,TotalDebt,19842099219720.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q3,TotalDebt,20738255458345.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q2,TotalDebt,20255615545791.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q1,TotalDebt,18678247132851.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q4,TotalDebt,12810996979972.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q3,TotalDebt,9011900651509.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q2,TotalDebt,4976499450228.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q1,TotalDebt,2077143669720.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q2,TotalLiabilities,137413759457075.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q1,TotalLiabilities,119545707998756.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q4,TotalLiabilities,126679189940972.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q3,TotalLiabilities,118655326188383.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q2,TotalLiabilities,119865026005768.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q1,TotalLiabilities,110864708699178.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q4,TotalLiabilities,109842249570282.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q3,TotalLiabilities,99607246691658.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q2,TotalLiabilities,97932514837164.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q1,TotalLiabilities,96315644955419.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q4,TotalLiabilities,84946167324422.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q3,TotalLiabilities,73641823428128.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q2,TotalLiabilities,78383030678319.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q1,TotalLiabilities,78970635902647.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q4,TotalLiabilities,74222582021348.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q3,TotalLiabilities,85729628216342.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q2,TotalLiabilities,107581226941887.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q1,TotalLiabilities,86889171231434.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q4,TotalLiabilities,87455796846810.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q3,TotalLiabilities,90317590122165.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q2,TotalLiabilities,85824712100939.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q1,TotalLiabilities,72760709285906.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q4,TotalLiabilities,72291648089103.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q3,TotalLiabilities,62484991198555.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q2,TotalLiabilities,60063624398542.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q1,TotalLiabilities,57045558211069.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q4,TotalLiabilities,54002872297592.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q3,TotalLiabilities,51398830400376.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q2,TotalLiabilities,48763171892900.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q1,TotalLiabilities,42735605416956.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q4,TotalLiabilities,37616012807129.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q3,TotalLiabilities,31069071303247.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q2,TotalLiabilities,25451498115834.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q1,TotalLiabilities,20009291058652.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q2,Revenue,55158902298901.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q1,Revenue,52900847302653.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q4,Revenue,46176484549771.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q3,Revenue,36407416403924.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q2,Revenue,35910519111209.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q1,Revenue,37621674553578.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q4,Revenue,34490982426689.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q3,Revenue,33956260285527.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q2,Revenue,39555509827454.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q1,Revenue,30852359591717.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q4,Revenue,34383804927755.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q3,Revenue,28484087800597.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q2,Revenue,29496383378315.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q1,Revenue,26588751786987.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q4,Revenue,25825731843835.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q3,Revenue,34103341328754.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q2,Revenue,37422054617017.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q1,Revenue,44058146671026.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q4,Revenue,44710731501475.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q3,Revenue,38673828690685.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q2,Revenue,35118355099565.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q1,Revenue,31176874687620.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q4,Revenue,25778071108467.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q3,Revenue,24685562425834.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q2,Revenue,20422201946373.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q1,Revenue,19232707946043.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q4,Revenue,17975302675853.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q3,Revenue,15087031400142.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q2,Revenue,15632607596348.0,ACTUAL,VNSTOCK_BRONZE
HPG,2019-Q1,Revenue,14963250507448.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q4,Revenue,14386210731557.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q3,Revenue,14188346126413.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q2,Revenue,14260938100551.0,ACTUAL,VNSTOCK_BRONZE
HPG,2018-Q1,Revenue,13000963421238.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q2,GrossProfit,10487787193431.0,ACTUAL,VNSTOCK_BRONZE
HPG,2026-Q1,GrossProfit,8365068607995.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q4,GrossProfit,6396650497175.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q3,GrossProfit,6087261275166.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q2,GrossProfit,6589722485709.0,ACTUAL,VNSTOCK_BRONZE
HPG,2025-Q1,GrossProfit,5424153925132.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q4,GrossProfit,4364908953201.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q3,GrossProfit,4731176724241.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q2,GrossProfit,5247480489645.0,ACTUAL,VNSTOCK_BRONZE
HPG,2024-Q1,GrossProfit,4153982960597.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q4,GrossProfit,4471610043389.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q3,GrossProfit,3594806587004.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q2,GrossProfit,3194986964850.0,ACTUAL,VNSTOCK_BRONZE
HPG,2023-Q1,GrossProfit,1676437100329.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q4,GrossProfit,-885249943204.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q3,GrossProfit,1000727554455.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q2,GrossProfit,6539622247077.0,ACTUAL,VNSTOCK_BRONZE
HPG,2022-Q1,GrossProfit,10108326381223.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q4,GrossProfit,9587409683943.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q3,GrossProfit,11860898846413.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q2,GrossProfit,11477059063597.0,ACTUAL,VNSTOCK_BRONZE
HPG,2021-Q1,GrossProfit,8183041939039.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q4,GrossProfit,6267237451235.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q3,GrossProfit,5169065317942.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q2,GrossProfit,3705502285684.0,ACTUAL,VNSTOCK_BRONZE
HPG,2020-Q1,GrossProfit,3763058371654.0,ACTUAL,VNSTOCK_BRONZE
