Ticker,Date,Close
ACB,2021-05-13 07:00:00,11.71
ACB,2021-05-14 07:00:00,11.79
ACB,2021-05-17 07:00:00,11.82
ACB,2021-05-18 07:00:00,11.73
ACB,2021-05-19 07:00:00,11.84
ACB,2021-05-20 07:00:00,12.1
ACB,2021-05-21 07:00:00,12.13
ACB,2021-05-24 07:00:00,12.13
ACB,2021-05-25 07:00:00,12.29
ACB,2021-05-26 07:00:00,12.44
ACB,2021-05-27 07:00:00,12.36
ACB,2021-05-28 07:00:00,12.58
ACB,2021-05-31 07:00:00,13.39
ACB,2021-06-01 07:00:00,13.62
ACB,2021-06-02 07:00:00,14.43
ACB,2021-06-03 07:00:00,14.85
ACB,2021-06-04 07:00:00,14.66
ACB,2021-06-07 07:00:00,13.91
ACB,2021-06-08 07:00:00,13.0
ACB,2021-06-09 07:00:00,13.73
ACB,2021-06-10 07:00:00,13.79
ACB,2021-06-11 07:00:00,14.02
ACB,2021-06-14 07:00:00,13.79
ACB,2021-06-15 07:00:00,14.3
ACB,2021-06-16 07:00:00,14.04
ACB,2021-06-17 07:00:00,14.12
ACB,2021-06-18 07:00:00,14.16
ACB,2021-06-21 07:00:00,14.06
ACB,2021-06-22 07:00:00,14.42
ACB,2021-06-23 07:00:00,14.48
ACB,2021-06-24 07:00:00,14.64
ACB,2021-06-25 07:00:00,14.7
ACB,2021-06-28 07:00:00,14.85
ACB,2021-06-29 07:00:00,14.74
ACB,2021-06-30 07:00:00,14.44
ACB,2021-07-01 07:00:00,14.54
ACB,2021-07-02 07:00:00,14.6
ACB,2021-07-05 07:00:00,15.35
ACB,2021-07-06 07:00:00,14.56
ACB,2021-07-07 07:00:00,14.78
ACB,2021-07-08 07:00:00,14.64
ACB,2021-07-09 07:00:00,14.24
ACB,2021-07-12 07:00:00,13.25
ACB,2021-07-13 07:00:00,13.31
ACB,2021-07-14 07:00:00,12.84
ACB,2021-07-15 07:00:00,13.25
ACB,2021-07-16 07:00:00,13.59
ACB,2021-07-19 07:00:00,13.0
ACB,2021-07-20 07:00:00,13.71
ACB,2021-07-21 07:00:00,13.67
ACB,2021-07-22 07:00:00,13.79
ACB,2021-07-23 07:00:00,13.35
ACB,2021-07-26 07:00:00,13.23
ACB,2021-07-27 07:00:00,13.41
ACB,2021-07-28 07:00:00,13.41
ACB,2021-07-29 07:00:00,13.81
ACB,2021-07-30 07:00:00,14.62
ACB,2021-08-02 07:00:00,14.38
ACB,2021-08-03 07:00:00,14.48
ACB,2021-08-04 07:00:00,14.36
ACB,2021-08-05 07:00:00,14.56
ACB,2021-08-06 07:00:00,14.38
ACB,2021-08-09 07:00:00,14.76
ACB,2021-08-10 07:00:00,14.76
ACB,2021-08-11 07:00:00,14.56
ACB,2021-08-12 07:00:00,14.28
ACB,2021-08-13 07:00:00,14.3
ACB,2021-08-16 07:00:00,14.44
ACB,2021-08-17 07:00:00,14.4
ACB,2021-08-18 07:00:00,14.38
ACB,2021-08-19 07:00:00,14.28
ACB,2021-08-20 07:00:00,13.59
ACB,2021-08-23 07:00:00,12.94
ACB,2021-08-24 07:00:00,13.07
ACB,2021-08-25 07:00:00,13.13
ACB,2021-08-26 07:00:00,12.92
ACB,2021-08-27 07:00:00,12.84
ACB,2021-08-30 07:00:00,13.0
ACB,2021-08-31 07:00:00,12.94
ACB,2021-09-01 07:00:00,12.94
ACB,2021-09-06 07:00:00,12.96
ACB,2021-09-07 07:00:00,13.15
ACB,2021-09-08 07:00:00,13.0
ACB,2021-09-09 07:00:00,13.13
ACB,2021-09-10 07:00:00,13.07
ACB,2021-09-13 07:00:00,12.9
ACB,2021-09-14 07:00:00,12.74
ACB,2021-09-15 07:00:00,12.62
ACB,2021-09-16 07:00:00,12.66
ACB,2021-09-17 07:00:00,12.78
ACB,2021-09-20 07:00:00,12.98
ACB,2021-09-21 07:00:00,12.86
ACB,2021-09-22 07:00:00,12.78
ACB,2021-09-23 07:00:00,12.78
ACB,2021-09-24 07:00:00,12.94
ACB,2021-09-27 07:00:00,12.74
ACB,2021-09-28 07:00:00,12.78
ACB,2021-09-29 07:00:00,12.68
ACB,2021-09-30 07:00:00,12.76
ACB,2021-10-01 07:00:00,12.74
ACB,2021-10-04 07:00:00,12.54
ACB,2021-10-05 07:00:00,12.74
ACB,2021-10-06 07:00:00,12.68
ACB,2021-10-07 07:00:00,12.62
ACB,2021-10-08 07:00:00,12.72
ACB,2021-10-11 07:00:00,13.19
ACB,2021-10-12 07:00:00,13.19
ACB,2021-10-13 07:00:00,13.19
ACB,2021-10-14 07:00:00,13.07
ACB,2021-10-15 07:00:00,13.02
ACB,2021-10-18 07:00:00,12.94
ACB,2021-10-19 07:00:00,13.07
ACB,2021-10-20 07:00:00,13.07
ACB,2021-10-21 07:00:00,12.84
ACB,2021-10-22 07:00:00,12.78
ACB,2021-10-25 07:00:00,12.64
ACB,2021-10-26 07:00:00,12.58
ACB,2021-10-27 07:00:00,12.7
ACB,2021-10-28 07:00:00,12.88
ACB,2021-10-29 07:00:00,13.35
ACB,2021-11-01 07:00:00,13.23
ACB,2021-11-02 07:00:00,13.41
ACB,2021-11-03 07:00:00,13.69
ACB,2021-11-04 07:00:00,13.55
ACB,2021-11-05 07:00:00,13.55
ACB,2021-11-08 07:00:00,13.51
ACB,2021-11-09 07:00:00,13.53
ACB,2021-11-10 07:00:00,13.51
ACB,2021-11-11 07:00:00,13.35
ACB,2021-11-12 07:00:00,13.49
ACB,2021-11-15 07:00:00,13.51
ACB,2021-11-16 07:00:00,13.41
ACB,2021-11-17 07:00:00,13.47
ACB,2021-11-18 07:00:00,13.15
ACB,2021-11-19 07:00:00,13.53
ACB,2021-11-22 07:00:00,13.81
ACB,2021-11-23 07:00:00,13.73
ACB,2021-11-24 07:00:00,14.3
ACB,2021-11-25 07:00:00,14.22
ACB,2021-11-26 07:00:00,14.0
ACB,2021-11-29 07:00:00,13.81
ACB,2021-11-30 07:00:00,13.47
ACB,2021-12-01 07:00:00,13.55
ACB,2021-12-02 07:00:00,13.43
ACB,2021-12-03 07:00:00,13.17
ACB,2021-12-06 07:00:00,13.07
ACB,2021-12-07 07:00:00,13.33
ACB,2021-12-08 07:00:00,13.39
ACB,2021-12-09 07:00:00,13.47
ACB,2021-12-10 07:00:00,13.51
ACB,2021-12-13 07:00:00,13.51
ACB,2021-12-14 07:00:00,13.47
ACB,2021-12-15 07:00:00,13.51
ACB,2021-12-16 07:00:00,13.35
ACB,2021-12-17 07:00:00,13.43
ACB,2021-12-20 07:00:00,13.39
ACB,2021-12-21 07:00:00,13.27
ACB,2021-12-22 07:00:00,13.23
ACB,2021-12-23 07:00:00,13.15
ACB,2021-12-24 07:00:00,13.35
ACB,2021-12-27 07:00:00,13.41
ACB,2021-12-28 07:00:00,13.61
ACB,2021-12-29 07:00:00,13.67
ACB,2021-12-30 07:00:00,13.71
ACB,2021-12-31 07:00:00,13.96
ACB,2022-01-04 07:00:00,13.92
ACB,2022-01-05 07:00:00,13.63
ACB,2022-01-06 07:00:00,13.65
ACB,2022-01-07 07:00:00,13.47
ACB,2022-01-10 07:00:00,13.35
ACB,2022-01-11 07:00:00,13.25
ACB,2022-01-12 07:00:00,13.39
ACB,2022-01-13 07:00:00,13.49
ACB,2022-01-14 07:00:00,13.37
ACB,2022-01-17 07:00:00,13.25
ACB,2022-01-18 07:00:00,13.27
ACB,2022-01-19 07:00:00,13.35
ACB,2022-01-20 07:00:00,13.33
ACB,2022-01-21 07:00:00,13.53
ACB,2022-01-24 07:00:00,13.9
ACB,2022-01-25 07:00:00,14.1
ACB,2022-01-26 07:00:00,14.34
ACB,2022-01-27 07:00:00,14.12
ACB,2022-01-28 07:00:00,13.98
ACB,2022-02-07 07:00:00,14.04
ACB,2022-02-08 07:00:00,14.46
ACB,2022-02-09 07:00:00,14.4
ACB,2022-02-10 07:00:00,14.38
ACB,2022-02-11 07:00:00,14.44
ACB,2022-02-14 07:00:00,13.75
ACB,2022-02-15 07:00:00,13.96
ACB,2022-02-16 07:00:00,13.84
ACB,2022-02-17 07:00:00,13.88
ACB,2022-02-18 07:00:00,13.69
ACB,2022-02-21 07:00:00,13.92
ACB,2022-02-22 07:00:00,14.04
ACB,2022-02-23 07:00:00,14.0
ACB,2022-02-24 07:00:00,13.94
ACB,2022-02-25 07:00:00,13.9
ACB,2022-02-28 07:00:00,13.71
ACB,2022-03-01 07:00:00,13.69
ACB,2022-03-02 07:00:00,13.31
ACB,2022-03-03 07:00:00,13.53
ACB,2022-03-04 07:00:00,13.88
ACB,2022-03-07 07:00:00,13.45
ACB,2022-03-08 07:00:00,13.19
ACB,2022-03-09 07:00:00,13.23
ACB,2022-03-10 07:00:00,13.31
ACB,2022-03-11 07:00:00,13.23
ACB,2022-03-14 07:00:00,13.23
ACB,2022-03-15 07:00:00,13.27
ACB,2022-03-16 07:00:00,13.27
ACB,2022-03-17 07:00:00,13.27
ACB,2022-03-18 07:00:00,13.27
ACB,2022-03-21 07:00:00,13.33
ACB,2022-03-22 07:00:00,13.47
ACB,2022-03-23 07:00:00,13.43
ACB,2022-03-24 07:00:00,13.31
ACB,2022-03-25 07:00:00,13.23
ACB,2022-03-28 07:00:00,13.09
ACB,2022-03-29 07:00:00,13.09
ACB,2022-03-30 07:00:00,13.19
ACB,2022-03-31 07:00:00,13.37
ACB,2022-04-01 07:00:00,13.51
ACB,2022-04-04 07:00:00,13.55
ACB,2022-04-05 07:00:00,13.35
ACB,2022-04-06 07:00:00,13.43
ACB,2022-04-07 07:00:00,13.59
ACB,2022-04-08 07:00:00,13.69
ACB,2022-04-12 07:00:00,13.53
ACB,2022-04-13 07:00:00,13.61
ACB,2022-04-14 07:00:00,13.67
ACB,2022-04-15 07:00:00,13.57
ACB,2022-04-18 07:00:00,13.27
ACB,2022-04-19 07:00:00,12.8
ACB,2022-04-20 07:00:00,12.9
ACB,2022-04-21 07:00:00,12.74
ACB,2022-04-22 07:00:00,13.07
ACB,2022-04-25 07:00:00,12.34
ACB,2022-04-26 07:00:00,12.5
ACB,2022-04-27 07:00:00,12.5
ACB,2022-04-28 07:00:00,12.54
ACB,2022-04-29 07:00:00,13.23
ACB,2022-05-04 07:00:00,12.84
ACB,2022-05-05 07:00:00,12.82
ACB,2022-05-06 07:00:00,12.54
ACB,2022-05-09 07:00:00,12.38
ACB,2022-05-10 07:00:00,12.46
ACB,2022-05-11 07:00:00,12.78
ACB,2022-05-12 07:00:00,11.93
ACB,2022-05-13 07:00:00,11.12
ACB,2022-05-16 07:00:00,11.16
ACB,2022-05-17 07:00:00,11.83
ACB,2022-05-18 07:00:00,11.71
ACB,2022-05-19 07:00:00,11.57
ACB,2022-05-20 07:00:00,11.75
ACB,2022-05-23 07:00:00,11.51
ACB,2022-05-24 07:00:00,11.65
ACB,2022-05-25 07:00:00,12.14
ACB,2022-05-26 07:00:00,12.28
ACB,2022-05-27 07:00:00,12.86
ACB,2022-05-30 07:00:00,12.92
ACB,2022-05-31 07:00:00,12.76
ACB,2022-06-01 07:00:00,12.58
ACB,2022-06-02 07:00:00,12.81
ACB,2022-06-03 07:00:00,12.78
ACB,2022-06-06 07:00:00,12.78
ACB,2022-06-07 07:00:00,12.61
ACB,2022-06-08 07:00:00,12.98
ACB,2022-06-09 07:00:00,13.01
ACB,2022-06-10 07:00:00,12.73
ACB,2022-06-13 07:00:00,12.08
ACB,2022-06-14 07:00:00,12.18
ACB,2022-06-15 07:00:00,11.92
ACB,2022-06-16 07:00:00,12.18
ACB,2022-06-17 07:00:00,11.67
ACB,2022-06-20 07:00:00,11.57
ACB,2022-06-21 07:00:00,11.62
ACB,2022-06-22 07:00:00,12.0
ACB,2022-06-23 07:00:00,12.0
ACB,2022-06-24 07:00:00,12.02
ACB,2022-06-27 07:00:00,12.1
ACB,2022-06-28 07:00:00,12.38
ACB,2022-06-29 07:00:00,12.23
ACB,2022-06-30 07:00:00,12.13
ACB,2022-07-01 07:00:00,12.15
ACB,2022-07-04 07:00:00,12.25
ACB,2022-07-05 07:00:00,12.35
ACB,2022-07-06 07:00:00,12.23
ACB,2022-07-07 07:00:00,12.2
ACB,2022-07-08 07:00:00,12.13
ACB,2022-07-11 07:00:00,11.87
ACB,2022-07-12 07:00:00,12.13
ACB,2022-07-13 07:00:00,12.13
ACB,2022-07-14 07:00:00,12.15
ACB,2022-07-15 07:00:00,12.13
ACB,2022-07-18 07:00:00,12.08
ACB,2022-07-19 07:00:00,12.08
ACB,2022-07-20 07:00:00,12.28
ACB,2022-07-21 07:00:00,12.45
ACB,2022-07-22 07:00:00,12.3
ACB,2022-07-25 07:00:00,12.15
ACB,2022-07-26 07:00:00,12.15
ACB,2022-07-27 07:00:00,12.23
ACB,2022-07-28 07:00:00,12.35
ACB,2022-07-29 07:00:00,12.43
ACB,2022-08-01 07:00:00,12.63
ACB,2022-08-02 07:00:00,12.58
ACB,2022-08-03 07:00:00,12.61
ACB,2022-08-04 07:00:00,12.63
ACB,2022-08-05 07:00:00,12.56
ACB,2022-08-08 07:00:00,12.5
ACB,2022-08-09 07:00:00,12.61
ACB,2022-08-10 07:00:00,12.56
ACB,2022-08-11 07:00:00,12.5
ACB,2022-08-12 07:00:00,12.53
ACB,2022-08-15 07:00:00,12.61
ACB,2022-08-16 07:00:00,12.56
ACB,2022-08-17 07:00:00,12.61
ACB,2022-08-18 07:00:00,12.71
ACB,2022-08-19 07:00:00,12.56
ACB,2022-08-22 07:00:00,12.45
ACB,2022-08-23 07:00:00,12.53
ACB,2022-08-24 07:00:00,12.56
ACB,2022-08-25 07:00:00,12.63
ACB,2022-08-26 07:00:00,12.53
ACB,2022-08-29 07:00:00,12.4
ACB,2022-08-30 07:00:00,12.4
ACB,2022-08-31 07:00:00,12.45
ACB,2022-09-05 07:00:00,12.38
ACB,2022-09-06 07:00:00,12.45
ACB,2022-09-07 07:00:00,12.28
ACB,2022-09-08 07:00:00,12.13
ACB,2022-09-09 07:00:00,12.13
ACB,2022-09-12 07:00:00,12.0
ACB,2022-09-13 07:00:00,12.02
ACB,2022-09-14 07:00:00,11.87
ACB,2022-09-15 07:00:00,11.9
ACB,2022-09-16 07:00:00,11.7
ACB,2022-09-19 07:00:00,11.54
ACB,2022-09-20 07:00:00,11.57
ACB,2022-09-21 07:00:00,11.42
ACB,2022-09-22 07:00:00,11.52
ACB,2022-09-23 07:00:00,11.42
ACB,2022-09-26 07:00:00,11.22
ACB,2022-09-27 07:00:00,11.32
ACB,2022-09-28 07:00:00,11.12
ACB,2022-09-29 07:00:00,11.12
ACB,2022-09-30 07:00:00,11.22
ACB,2022-10-03 07:00:00,10.91
ACB,2022-10-04 07:00:00,10.61
ACB,2022-10-05 07:00:00,10.51
ACB,2022-10-06 07:00:00,10.1
ACB,2022-10-07 07:00:00,9.42
ACB,2022-10-10 07:00:00,9.45
ACB,2022-10-11 07:00:00,8.84
ACB,2022-10-12 07:00:00,9.45
ACB,2022-10-13 07:00:00,10.08
ACB,2022-10-14 07:00:00,10.53
ACB,2022-10-17 07:00:00,10.58
ACB,2022-10-18 07:00:00,10.81
ACB,2022-10-19 07:00:00,10.66
ACB,2022-10-20 07:00:00,10.79
ACB,2022-10-21 07:00:00,10.31
ACB,2022-10-24 07:00:00,9.85
ACB,2022-10-25 07:00:00,10.31
ACB,2022-10-26 07:00:00,10.43
ACB,2022-10-27 07:00:00,11.14
ACB,2022-10-28 07:00:00,11.27
ACB,2022-10-31 07:00:00,11.32
ACB,2022-11-01 07:00:00,11.34
ACB,2022-11-02 07:00:00,11.01
ACB,2022-11-03 07:00:00,10.79
ACB,2022-11-04 07:00:00,10.18
ACB,2022-11-07 07:00:00,10.43
ACB,2022-11-08 07:00:00,10.76
ACB,2022-11-09 07:00:00,10.48
ACB,2022-11-10 07:00:00,10.1
ACB,2022-11-11 07:00:00,10.51
ACB,2022-11-14 07:00:00,10.26
ACB,2022-11-15 07:00:00,9.65
ACB,2022-11-16 07:00:00,10.31
ACB,2022-11-17 07:00:00,10.64
ACB,2022-11-18 07:00:00,10.69
ACB,2022-11-21 07:00:00,10.41
ACB,2022-11-22 07:00:00,10.28
ACB,2022-11-23 07:00:00,10.43
ACB,2022-11-24 07:00:00,10.61
ACB,2022-11-25 07:00:00,10.86
ACB,2022-11-28 07:00:00,11.24
ACB,2022-11-29 07:00:00,11.19
ACB,2022-11-30 07:00:00,11.17
ACB,2022-12-01 07:00:00,11.37
ACB,2022-12-02 07:00:00,11.87
ACB,2022-12-05 07:00:00,11.92
ACB,2022-12-06 07:00:00,11.27
ACB,2022-12-07 07:00:00,11.27
ACB,2022-12-08 07:00:00,11.44
ACB,2022-12-09 07:00:00,11.65
ACB,2022-12-12 07:00:00,11.37
ACB,2022-12-13 07:00:00,11.65
ACB,2022-12-14 07:00:00,11.7
ACB,2022-12-15 07:00:00,11.72
ACB,2022-12-16 07:00:00,11.62
ACB,2022-12-19 07:00:00,11.49
ACB,2022-12-20 07:00:00,11.39
ACB,2022-12-21 07:00:00,11.52
ACB,2022-12-22 07:00:00,11.57
ACB,2022-12-23 07:00:00,11.57
ACB,2022-12-26 07:00:00,11.17
ACB,2022-12-27 07:00:00,11.17
ACB,2022-12-28 07:00:00,11.12
ACB,2022-12-29 07:00:00,11.12
ACB,2022-12-30 07:00:00,11.06
ACB,2023-01-03 07:00:00,11.47
ACB,2023-01-04 07:00:00,11.44
ACB,2023-01-05 07:00:00,11.54
ACB,2023-01-06 07:00:00,11.7
ACB,2023-01-09 07:00:00,11.67
ACB,2023-01-10 07:00:00,11.85
ACB,2023-01-11 07:00:00,12.23
ACB,2023-01-12 07:00:00,12.38
ACB,2023-01-13 07:00:00,12.2
ACB,2023-01-16 07:00:00,12.63
ACB,2023-01-17 07:00:00,12.78
ACB,2023-01-18 07:00:00,12.88
ACB,2023-01-19 07:00:00,13.14
ACB,2023-01-27 07:00:00,13.31
ACB,2023-01-30 07:00:00,12.83
ACB,2023-01-31 07:00:00,13.16
ACB,2023-02-01 07:00:00,12.73
ACB,2023-02-02 07:00:00,12.63
ACB,2023-02-03 07:00:00,12.38
ACB,2023-02-06 07:00:00,12.58
ACB,2023-02-07 07:00:00,12.43
ACB,2023-02-08 07:00:00,12.45
ACB,2023-02-09 07:00:00,12.38
ACB,2023-02-10 07:00:00,12.23
ACB,2023-02-13 07:00:00,12.08
ACB,2023-02-14 07:00:00,12.05
ACB,2023-02-15 07:00:00,12.4
ACB,2023-02-16 07:00:00,12.53
ACB,2023-02-17 07:00:00,12.53
ACB,2023-02-20 07:00:00,13.04
ACB,2023-02-21 07:00:00,12.88
ACB,2023-02-22 07:00:00,12.56
ACB,2023-02-23 07:00:00,12.83
ACB,2023-02-24 07:00:00,12.43
ACB,2023-02-27 07:00:00,12.25
ACB,2023-02-28 07:00:00,12.33
ACB,2023-03-01 07:00:00,12.71
ACB,2023-03-02 07:00:00,12.66
ACB,2023-03-03 07:00:00,12.38
ACB,2023-03-06 07:00:00,12.28
ACB,2023-03-07 07:00:00,12.38
ACB,2023-03-08 07:00:00,12.63
ACB,2023-03-09 07:00:00,12.81
ACB,2023-03-10 07:00:00,12.58
ACB,2023-03-13 07:00:00,12.38
ACB,2023-03-14 07:00:00,12.15
ACB,2023-03-15 07:00:00,12.53
ACB,2023-03-16 07:00:00,12.33
ACB,2023-03-17 07:00:00,12.3
ACB,2023-03-20 07:00:00,12.13
ACB,2023-03-21 07:00:00,12.23
ACB,2023-03-22 07:00:00,12.2
ACB,2023-03-23 07:00:00,12.38
ACB,2023-03-24 07:00:00,12.4
ACB,2023-03-27 07:00:00,12.35
ACB,2023-03-28 07:00:00,12.35
ACB,2023-03-29 07:00:00,12.33
ACB,2023-03-30 07:00:00,12.43
ACB,2023-03-31 07:00:00,12.63
ACB,2023-04-03 07:00:00,12.76
ACB,2023-04-04 07:00:00,12.71
ACB,2023-04-05 07:00:00,12.78
ACB,2023-04-06 07:00:00,12.58
ACB,2023-04-07 07:00:00,12.66
ACB,2023-04-10 07:00:00,12.63
ACB,2023-04-11 07:00:00,12.61
ACB,2023-04-12 07:00:00,12.56
ACB,2023-04-13 07:00:00,12.61
ACB,2023-04-14 07:00:00,12.61
ACB,2023-04-17 07:00:00,12.63
ACB,2023-04-18 07:00:00,12.5
ACB,2023-04-19 07:00:00,12.33
ACB,2023-04-20 07:00:00,12.25
ACB,2023-04-21 07:00:00,12.25
ACB,2023-04-24 07:00:00,12.23
ACB,2023-04-25 07:00:00,12.2
ACB,2023-04-26 07:00:00,12.2
ACB,2023-04-27 07:00:00,12.2
ACB,2023-04-28 07:00:00,12.23
ACB,2023-05-04 07:00:00,12.48
ACB,2023-05-05 07:00:00,12.45
ACB,2023-05-08 07:00:00,12.61
ACB,2023-05-09 07:00:00,12.58
ACB,2023-05-10 07:00:00,12.58
ACB,2023-05-11 07:00:00,12.58
ACB,2023-05-12 07:00:00,12.63
ACB,2023-05-15 07:00:00,12.63
ACB,2023-05-16 07:00:00,12.63
ACB,2023-05-17 07:00:00,12.58
ACB,2023-05-18 07:00:00,12.63
ACB,2023-05-19 07:00:00,12.61
ACB,2023-05-22 07:00:00,12.66
ACB,2023-05-23 07:00:00,12.81
ACB,2023-05-24 07:00:00,12.71
ACB,2023-05-25 07:00:00,12.68
ACB,2023-05-26 07:00:00,12.63
ACB,2023-05-29 07:00:00,12.71
ACB,2023-05-30 07:00:00,12.73
ACB,2023-05-31 07:00:00,12.83
ACB,2023-06-01 07:00:00,12.95
ACB,2023-06-02 07:00:00,13.2
ACB,2023-06-05 07:00:00,13.17
ACB,2023-06-06 07:00:00,13.2
ACB,2023-06-07 07:00:00,13.23
ACB,2023-06-08 07:00:00,13.08
ACB,2023-06-09 07:00:00,13.04
ACB,2023-06-12 07:00:00,12.98
ACB,2023-06-13 07:00:00,13.08
ACB,2023-06-14 07:00:00,13.11
ACB,2023-06-15 07:00:00,13.14
ACB,2023-06-16 07:00:00,13.2
ACB,2023-06-19 07:00:00,13.11
ACB,2023-06-20 07:00:00,13.11
ACB,2023-06-21 07:00:00,13.14
ACB,2023-06-22 07:00:00,13.11
ACB,2023-06-23 07:00:00,13.26
ACB,2023-06-26 07:00:00,13.47
ACB,2023-06-27 07:00:00,13.44
ACB,2023-06-28 07:00:00,13.5
ACB,2023-06-29 07:00:00,13.26
ACB,2023-06-30 07:00:00,13.35
ACB,2023-07-03 07:00:00,13.35
ACB,2023-07-04 07:00:00,13.32
ACB,2023-07-05 07:00:00,13.29
ACB,2023-07-06 07:00:00,13.14
ACB,2023-07-07 07:00:00,13.14
ACB,2023-07-10 07:00:00,13.29
ACB,2023-07-11 07:00:00,13.32
ACB,2023-07-12 07:00:00,13.23
ACB,2023-07-13 07:00:00,13.32
ACB,2023-07-14 07:00:00,13.32
ACB,2023-07-17 07:00:00,13.32
ACB,2023-07-18 07:00:00,13.32
ACB,2023-07-19 07:00:00,13.32
ACB,2023-07-20 07:00:00,13.32
ACB,2023-07-21 07:00:00,13.38
ACB,2023-07-24 07:00:00,13.35
ACB,2023-07-25 07:00:00,13.5
ACB,2023-07-26 07:00:00,13.5
ACB,2023-07-27 07:00:00,13.41
ACB,2023-07-28 07:00:00,13.44
ACB,2023-07-31 07:00:00,13.89
ACB,2023-08-01 07:00:00,13.83
ACB,2023-08-02 07:00:00,13.98
ACB,2023-08-03 07:00:00,14.2
ACB,2023-08-04 07:00:00,14.77
ACB,2023-08-07 07:00:00,14.38
ACB,2023-08-08 07:00:00,14.16
ACB,2023-08-09 07:00:00,14.04
ACB,2023-08-10 07:00:00,13.86
ACB,2023-08-11 07:00:00,13.86
ACB,2023-08-14 07:00:00,13.95
ACB,2023-08-15 07:00:00,13.83
ACB,2023-08-16 07:00:00,13.86
ACB,2023-08-17 07:00:00,13.74
ACB,2023-08-18 07:00:00,13.26
ACB,2023-08-21 07:00:00,13.32
ACB,2023-08-22 07:00:00,13.35
ACB,2023-08-23 07:00:00,13.23
ACB,2023-08-24 07:00:00,13.35
ACB,2023-08-25 07:00:00,13.29
ACB,2023-08-28 07:00:00,13.35
ACB,2023-08-29 07:00:00,13.35
ACB,2023-08-30 07:00:00,13.59
ACB,2023-08-31 07:00:00,13.68
ACB,2023-09-05 07:00:00,13.77
