Ticker,Period,Metric,Value
VCB,2025-Q3,NIM,0.0259774021
VCB,2025-Q2,NIM,0.0268673699
VCB,2025-Q1,NIM,0.0277553417
VCB,2024-Q4,NIM,0.0286587305
VCB,2024-Q3,NIM,0.0295759941
VCB,2024-Q2,NIM,0.0297835763
VCB,2024-Q1,NIM,0.0307531903
VCB,2023-Q4,NIM,0.0301397893
VCB,2023-Q3,NIM,0.0319420447
VCB,2023-Q2,NIM,0.0330156205
VCB,2023-Q1,NIM,0.0327844468
VCB,2022-Q4,NIM,0.0340553116
VCB,2022-Q3,NIM,0.0327451944
VCB,2022-Q2,NIM,0.0319871397
VCB,2022-Q1,NIM,0.0316715898
VCB,2021-Q4,NIM,0.0323929195
VCB,2021-Q3,NIM,0.0323929195
VCB,2021-Q1,NIM,0.0306657664477825
VCB,2020-Q4,NIM,0.0292127778
VCB,2020-Q3,NIM,0.0298952422
VCB,2020-Q2,NIM,0.0302183302
VCB,2020-Q1,NIM,0.0311313909
VCB,2019-Q4,NIM,0.0310301679
VCB,2019-Q3,NIM,0.0316059477
VCB,2019-Q2,NIM,0.0314245658
VCB,2019-Q1,NIM,0.0307589134
VCB,2018-Q4,NIM,0.02782131
VCB,2018-Q3,NIM,0.0269998742
VCB,2018-Q2,NIM,0.0254148691
VCB,2018-Q1,NIM,0.0249839587
VCB,2026-Q2,NPL,0.0061066523
VCB,2026-Q1,NPL,0.0061928892
VCB,2025-Q4,NPL,0.0057779544
VCB,2025-Q3,NPL,0.0103364523
VCB,2025-Q2,NPL,0.0100117204
VCB,2025-Q1,NPL,0.0102534929
VCB,2024-Q4,NPL,0.009635678
VCB,2024-Q3,NPL,0.0122280944
VCB,2024-Q2,NPL,0.0120075306
VCB,2024-Q1,NPL,0.0122066368
VCB,2023-Q4,NPL,0.009804289
VCB,2023-Q3,NPL,0.0120962821
VCB,2023-Q2,NPL,0.0083066924
VCB,2023-Q1,NPL,0.008467956
VCB,2022-Q4,NPL,0.0068296668
VCB,2022-Q3,NPL,0.0079667051
VCB,2022-Q2,NPL,0.0060982239
VCB,2022-Q1,NPL,0.0063711978
VCB,2021-Q4,NPL,0.0116238818
VCB,2021-Q3,NPL,0.0116238818
VCB,2021-Q1,NPL,0.008827582001686
VCB,2020-Q4,NPL,0.0062272471
VCB,2020-Q3,NPL,0.0100599567
VCB,2020-Q2,NPL,0.0083465476
VCB,2020-Q1,NPL,0.0082059501
VCB,2019-Q4,NPL,0.0078996578
VCB,2019-Q3,NPL,0.0107683756
VCB,2019-Q2,NPL,0.0102576431
VCB,2019-Q1,NPL,0.0103295619
VCB,2018-Q4,NPL,0.0098485842
VCB,2018-Q3,NPL,0.0118224525
VCB,2018-Q2,NPL,0.011521883
VCB,2018-Q1,NPL,0.013670115
VCB,2025-Q2,CAR,0.1201
VCB,2024-Q2,CAR,0.1201
VCB,2023-Q2,CAR,0.1121
VCB,2022-Q2,CAR,0.0956
VCB,2020-Q2,CAR,0.1013
VCB,2019-Q2,CAR,0.0947
VCB,2026-Q2,CIR,0.3203920384
VCB,2026-Q1,CIR,0.3250291197
VCB,2025-Q4,CIR,0.3483945993
VCB,2025-Q3,CIR,0.3344445597
VCB,2025-Q2,CIR,0.3371755143
VCB,2025-Q1,CIR,0.3273980137
VCB,2024-Q4,CIR,0.3357811026
VCB,2024-Q3,CIR,0.3451799254
VCB,2024-Q2,CIR,0.3057493164
VCB,2024-Q1,CIR,0.2924671642
VCB,2023-Q4,CIR,0.3235938972
VCB,2023-Q3,CIR,0.3316482306
VCB,2023-Q2,CIR,0.3237577572
VCB,2023-Q1,CIR,0.2848303958
VCB,2022-Q4,CIR,0.312127372
VCB,2022-Q3,CIR,0.3811082572
VCB,2022-Q2,CIR,0.3641170696
VCB,2022-Q1,CIR,0.3098216193
VCB,2021-Q4,CIR,0.377459832
VCB,2021-Q3,CIR,0.377459832
VCB,2021-Q1,CIR,0.3046885132789612
VCB,2020-Q4,CIR,0.3268939943
VCB,2020-Q3,CIR,0.3951881724
VCB,2020-Q2,CIR,0.2904926382
VCB,2020-Q1,CIR,0.3996822266
VCB,2019-Q4,CIR,0.3458876715
VCB,2019-Q3,CIR,0.3486957591
VCB,2019-Q2,CIR,0.3598408326
VCB,2019-Q1,CIR,0.3725155481
VCB,2018-Q4,CIR,0.3465284371
VCB,2018-Q3,CIR,0.423340939
VCB,2018-Q2,CIR,0.4173142797
VCB,2018-Q1,CIR,0.4098428365
VCB,2026-Q2,LDR,1.0169754447
VCB,2026-Q1,LDR,1.0433367961
VCB,2025-Q4,LDR,1.0005924116
VCB,2025-Q3,LDR,1.0111514773
VCB,2025-Q2,LDR,0.980517088
VCB,2025-Q1,LDR,0.9716900974
VCB,2024-Q4,LDR,0.9567785897
VCB,2024-Q3,LDR,0.9797776861
VCB,2024-Q2,LDR,0.9963350675
VCB,2024-Q1,LDR,0.9399939515
VCB,2023-Q4,LDR,0.9101964552
VCB,2023-Q3,LDR,0.8820047199
VCB,2023-Q2,LDR,0.8876097917
VCB,2023-Q1,LDR,0.9161857473
VCB,2022-Q4,LDR,0.9208647237
VCB,2022-Q3,LDR,0.9440280253
VCB,2022-Q2,LDR,0.9209134355
VCB,2022-Q1,LDR,0.846234228
VCB,2021-Q4,LDR,0.8447555236
VCB,2021-Q3,LDR,0.8447555236
VCB,2021-Q1,LDR,0.8502169251441956
VCB,2020-Q4,LDR,0.8136587754
VCB,2020-Q3,LDR,0.798536606
VCB,2020-Q2,LDR,0.7854793405
VCB,2020-Q1,LDR,0.8077798194
VCB,2019-Q4,LDR,0.7913255462
VCB,2019-Q3,LDR,0.784868227
VCB,2019-Q2,LDR,0.7982259014
VCB,2019-Q1,LDR,0.8028630621
VCB,2018-Q4,LDR,0.7879334298
VCB,2018-Q3,LDR,0.811928787
VCB,2018-Q2,LDR,0.7927473003
VCB,2018-Q1,LDR,0.7901847954
VCB,2026-Q2,CASA,0.3392956361
VCB,2026-Q1,CASA,0.3420830526
VCB,2025-Q4,CASA,0.3542038508
VCB,2025-Q3,CASA,0.3555724381
VCB,2025-Q2,CASA,0.369664843
VCB,2025-Q1,CASA,0.3540516504
VCB,2024-Q4,CASA,0.3672326931
VCB,2024-Q3,CASA,0.3478251255
VCB,2024-Q2,CASA,0.3541664013
VCB,2024-Q1,CASA,0.3470000378
VCB,2023-Q4,CASA,0.3517485345
VCB,2023-Q3,CASA,0.3129200352
VCB,2023-Q2,CASA,0.299777926
VCB,2023-Q1,CASA,0.3041023572
VCB,2022-Q4,CASA,0.3392061926
VCB,2022-Q3,CASA,0.3490160937
VCB,2022-Q2,CASA,0.3539327217
VCB,2022-Q1,CASA,0.3630912605
VCB,2021-Q4,CASA,0.3568148599
VCB,2021-Q3,CASA,0.3433172434
VCB,2021-Q1,CASA,0.3282412106
VCB,2020-Q4,CASA,0.3279764299
VCB,2020-Q3,CASA,0.3053133571
VCB,2020-Q2,CASA,0.2879748399
VCB,2020-Q1,CASA,0.2940178915
VCB,2019-Q4,CASA,0.3077324283
VCB,2019-Q3,CASA,0.3002871815
VCB,2019-Q2,CASA,0.3064804506
VCB,2019-Q1,CASA,0.2975583626
VCB,2018-Q4,CASA,0.3030384332
VCB,2018-Q3,CASA,0.2972090711
VCB,2018-Q2,CASA,0.2990165447
VCB,2018-Q1,CASA,0.3128317251
VCB,2026-Q2,PB,1.9442324194
VCB,2026-Q1,PB,2.1143235586
VCB,2025-Q4,PB,2.2295477291
VCB,2025-Q3,PB,2.851781189
VCB,2025-Q2,PB,2.467880488
VCB,2025-Q1,PB,2.5453740784
VCB,2024-Q4,PB,2.5563871002
VCB,2024-Q3,PB,2.6948304678
VCB,2024-Q2,PB,2.8130575347
VCB,2024-Q1,PB,2.8217066513
VCB,2023-Q4,PB,3.2059924698
VCB,2023-Q3,PB,3.1152190054
VCB,2023-Q2,PB,3.1642722225
VCB,2023-Q1,PB,3.4045795148
VCB,2022-Q4,PB,3.0861725944
VCB,2022-Q3,PB,3.165159651
VCB,2022-Q2,PB,2.5608871949
VCB,2022-Q1,PB,2.9045938485
VCB,2021-Q4,PB,3.5115069923
VCB,2021-Q3,PB,3.788502147
VCB,2021-Q1,PB,3.9360847619
VCB,2020-Q4,PB,3.9451964933
VCB,2020-Q3,PB,3.9319539385
VCB,2020-Q2,PB,3.6348962837
VCB,2020-Q1,PB,3.5873987857
VCB,2019-Q4,PB,3.300369589
VCB,2019-Q3,PB,4.2602536103
VCB,2019-Q2,PB,4.0917701354
VCB,2019-Q1,PB,4.0181573597
VCB,2018-Q4,PB,4.0605712903
VCB,2018-Q3,PB,3.0280784828
VCB,2018-Q2,PB,3.4314412667
VCB,2018-Q1,PB,3.6381047689
VCB,2026-Q2,PE,11.5960787244
VCB,2026-Q1,PE,13.7641484201
VCB,2025-Q4,PE,14.227919018
VCB,2025-Q3,PE,18.084851421
VCB,2025-Q2,PE,15.2118214589
VCB,2025-Q1,PE,15.3587834315
VCB,2024-Q4,PE,14.8187989673
VCB,2024-Q3,PE,14.8037078329
VCB,2024-Q2,PE,15.3298773187
VCB,2024-Q1,PE,15.0062199577
VCB,2023-Q4,PE,16.0059572827
VCB,2023-Q3,PE,14.7517020841
VCB,2023-Q2,PE,14.8341412011
VCB,2023-Q1,PE,15.9196918568
VCB,2022-Q4,PE,13.9922493977
VCB,2022-Q3,PE,15.3718009025
VCB,2022-Q2,PE,12.6164990464
VCB,2022-Q1,PE,14.794485635
VCB,2021-Q4,PE,17.467213517
VCB,2021-Q3,PE,19.6251624626
VCB,2021-Q1,PE,18.7621939992
VCB,2020-Q4,PE,20.1008882241
VCB,2020-Q3,PE,21.3984451019
VCB,2020-Q2,PE,17.8386624601
VCB,2020-Q1,PE,16.9517994674
VCB,2019-Q4,PE,14.4060155839
VCB,2019-Q3,PE,17.7275203328
VCB,2019-Q2,PE,17.7979433773
VCB,2019-Q1,PE,18.0702118135
VCB,2018-Q4,PE,16.7503309215
VCB,2018-Q3,PE,16.456916004
VCB,2018-Q2,PE,17.7725985697
VCB,2018-Q1,PE,19.6078466127
VCB,2026-Q2,TotalAssets,2657440573000000.0
VCB,2026-Q1,TotalAssets,2550963342000000.0
VCB,2025-Q4,TotalAssets,2442279166000000.0
VCB,2025-Q3,TotalAssets,2378185628000000.0
VCB,2025-Q2,TotalAssets,2217636600000000.0
VCB,2025-Q1,TotalAssets,2109260616000000.0
VCB,2024-Q4,TotalAssets,2085873522000000.0
VCB,2024-Q3,TotalAssets,1932361908000000.0
VCB,2024-Q2,TotalAssets,1905638840000000.0
VCB,2024-Q1,TotalAssets,1773713584000000.0
VCB,2023-Q4,TotalAssets,1839223339000000.0
VCB,2023-Q3,TotalAssets,1731305572000000.0
VCB,2023-Q2,TotalAssets,1704273133000000.0
VCB,2023-Q1,TotalAssets,1846431290000000.0
VCB,2022-Q4,TotalAssets,1814188209000000.0
VCB,2022-Q3,TotalAssets,1649664327000000.0
VCB,2022-Q2,TotalAssets,1601680964000000.0
VCB,2022-Q1,TotalAssets,1462748158000000.0
VCB,2021-Q4,TotalAssets,1414765480000000.0
VCB,2021-Q3,TotalAssets,1385235404000000.0
VCB,2021-Q2,TotalAssets,1304179106000000.0
VCB,2021-Q1,TotalAssets,1278965858000000.0
VCB,2020-Q4,TotalAssets,1327537012000000.0
VCB,2020-Q3,TotalAssets,1188572083000000.0
VCB,2020-Q2,TotalAssets,1185871662000000.0
VCB,2020-Q1,TotalAssets,1144270262000000.0
VCB,2019-Q4,TotalAssets,1223981046000000.0
VCB,2019-Q3,TotalAssets,1157490007000000.0
VCB,2019-Q2,TotalAssets,1122654558000000.0
VCB,2019-Q1,TotalAssets,1073331964000000.0
VCB,2018-Q4,TotalAssets,1072983278000000.0
VCB,2018-Q3,TotalAssets,995111405000000.0
VCB,2018-Q2,TotalAssets,977681955000000.0
VCB,2018-Q1,TotalAssets,1003905794000000.0
VCB,2026-Q2,GrossLoans,1758168065000000.0
VCB,2026-Q1,GrossLoans,1754926268000000.0
VCB,2025-Q4,GrossLoans,1673525675000000.0
VCB,2025-Q3,GrossLoans,1629942508000000.0
VCB,2025-Q2,GrossLoans,1555769476000000.0
VCB,2025-Q1,GrossLoans,1466390536000000.0
VCB,2024-Q4,GrossLoans,1449198899000000.0
VCB,2024-Q3,GrossLoans,1401151675000000.0
VCB,2024-Q2,GrossLoans,1369645310000000.0
VCB,2024-Q1,GrossLoans,1266477925000000.0
VCB,2023-Q4,GrossLoans,1270359018000000.0
VCB,2023-Q3,GrossLoans,1189830550000000.0
VCB,2023-Q2,GrossLoans,1177728457000000.0
VCB,2023-Q1,GrossLoans,1174080964000000.0
VCB,2022-Q4,GrossLoans,1145066250000000.0
VCB,2022-Q3,GrossLoans,1130144001000000.0
VCB,2022-Q2,GrossLoans,1100852163000000.0
VCB,2022-Q1,GrossLoans,1028899744000000.0
VCB,2021-Q4,GrossLoans,960749955000000.0
VCB,2021-Q3,GrossLoans,936342968000000.0
VCB,2021-Q2,GrossLoans,921948437000000.0
VCB,2021-Q1,GrossLoans,871937942000000.0
VCB,2020-Q4,GrossLoans,839788261000000.0
VCB,2020-Q3,GrossLoans,783757352000000.0
VCB,2020-Q2,GrossLoans,770744422000000.0
VCB,2020-Q1,GrossLoans,754505321000000.0
VCB,2019-Q4,GrossLoans,734706891000000.0
VCB,2019-Q3,GrossLoans,708095934000000.0
VCB,2019-Q2,GrossLoans,695437925000000.0
VCB,2019-Q1,GrossLoans,673021770000000.0
VCB,2018-Q4,GrossLoans,632632508000000.0
VCB,2018-Q3,GrossLoans,627950675000000.0
VCB,2018-Q2,GrossLoans,606052672000000.0
VCB,2018-Q1,GrossLoans,577614527000000.0
VCB,2026-Q2,CustomerDeposits,1728820567000000.0
VCB,2026-Q1,CustomerDeposits,1682032374000000.0
VCB,2025-Q4,CustomerDeposits,1672534846000000.0
VCB,2025-Q3,CustomerDeposits,1611966698000000.0
VCB,2025-Q2,CustomerDeposits,1586682675000000.0
VCB,2025-Q1,CustomerDeposits,1509113389000000.0
VCB,2024-Q4,CustomerDeposits,1514664850000000.0
VCB,2024-Q3,CustomerDeposits,1430071020000000.0
VCB,2024-Q2,CustomerDeposits,1374683432000000.0
VCB,2024-Q1,CustomerDeposits,1347325611000000.0
VCB,2023-Q4,CustomerDeposits,1395694611000000.0
VCB,2023-Q3,CustomerDeposits,1349007010000000.0
VCB,2023-Q2,CustomerDeposits,1326853836000000.0
VCB,2023-Q1,CustomerDeposits,1281487916000000.0
VCB,2022-Q4,CustomerDeposits,1243468472000000.0
VCB,2022-Q3,CustomerDeposits,1197150901000000.0
VCB,2022-Q2,CustomerDeposits,1195391576000000.0
VCB,2022-Q1,CustomerDeposits,1179668881000000.0
VCB,2021-Q4,CustomerDeposits,1135323913000000.0
VCB,2021-Q3,CustomerDeposits,1108418876000000.0
VCB,2021-Q2,CustomerDeposits,1051273660000000.0
VCB,2021-Q1,CustomerDeposits,1025547607000000.0
VCB,2020-Q4,CustomerDeposits,1032113567000000.0
VCB,2020-Q3,CustomerDeposits,981492077000000.0
VCB,2020-Q2,CustomerDeposits,981240858000000.0
VCB,2020-Q1,CustomerDeposits,934048243000000.0
VCB,2019-Q4,CustomerDeposits,928413676000000.0
VCB,2019-Q3,CustomerDeposits,902184481000000.0
VCB,2019-Q2,CustomerDeposits,871229465000000.0
VCB,2019-Q1,CustomerDeposits,838277163000000.0
VCB,2018-Q4,CustomerDeposits,802222944000000.0
VCB,2018-Q3,CustomerDeposits,773406098000000.0
VCB,2018-Q2,CustomerDeposits,764496671000000.0
VCB,2018-Q1,CustomerDeposits,730986638000000.0
VCB,2026-Q2,Equity,248490506000000.0
VCB,2026-Q1,Equity,234031329000000.0
VCB,2025-Q4,Equity,224558726000000.0
VCB,2025-Q3,Equity,222791545000000.0
VCB,2025-Q2,Equity,213749422000000.0
VCB,2025-Q1,Equity,204941834000000.0
VCB,2024-Q4,Equity,196209168000000.0
VCB,2024-Q3,Equity,190297001000000.0
VCB,2024-Q2,Equity,181702785000000.0
VCB,2024-Q1,Equity,173614126000000.0
VCB,2023-Q4,Equity,168543324000000.0
VCB,2023-Q3,Equity,159243518000000.0
VCB,2023-Q2,Equity,152001128000000.0
VCB,2023-Q1,Equity,144658358000000.0
VCB,2022-Q4,Equity,137988442000000.0
VCB,2022-Q3,Equity,128389550000000.0
VCB,2022-Q2,Equity,122989697000000.0
VCB,2022-Q1,Equity,117077688000000.0
VCB,2021-Q4,Equity,111170655000000.0
VCB,2021-Q3,Equity,109526852000000.0
VCB,2021-Q2,Equity,104939518000000.0
VCB,2021-Q1,Equity,101007679000000.0
VCB,2020-Q4,Equity,98859394000000.0
VCB,2020-Q3,Equity,93576020000000.0
VCB,2020-Q2,Equity,89578460000000.0
VCB,2020-Q1,Equity,85071986000000.0
VCB,2019-Q4,Equity,85753348000000.0
VCB,2019-Q3,Equity,81390894000000.0
VCB,2019-Q2,Equity,76397332000000.0
VCB,2019-Q1,Equity,72991878000000.0
VCB,2018-Q4,Equity,63889089000000.0
VCB,2018-Q3,Equity,61526479000000.0
VCB,2018-Q2,Equity,58603184000000.0
VCB,2018-Q1,Equity,56065738000000.0
VCB,2026-Q2,NPAT,14550959000000.0
VCB,2026-Q1,NPAT,9462095000000.0
VCB,2025-Q4,NPAT,8633290000000.0
VCB,2025-Q3,NPAT,9025553000000.0
VCB,2025-Q2,NPAT,8837371000000.0
VCB,2025-Q1,NPAT,8701726000000.0
VCB,2024-Q4,NPAT,8569921000000.0
VCB,2024-Q3,NPAT,8572494000000.0
VCB,2024-Q2,NPAT,8124709000000.0
VCB,2024-Q1,NPAT,8585993000000.0
VCB,2023-Q4,NPAT,9360033000000.0
VCB,2023-Q3,NPAT,7274556000000.0
VCB,2023-Q2,NPAT,7427958000000.0
VCB,2023-Q1,NPAT,8991901000000.0
VCB,2022-Q4,NPAT,9933519000000.0
VCB,2022-Q3,NPAT,6069444000000.0
VCB,2022-Q2,NPAT,5941931000000.0
VCB,2022-Q1,NPAT,7967426000000.0
VCB,2021-Q4,NPAT,6545349000000.0
VCB,2021-Q3,NPAT,4599288000000.0
VCB,2021-Q2,NPAT,3964674000000.0
VCB,2021-Q1,NPAT,6907522000000.0
VCB,2020-Q4,NPAT,5673803000000.0
VCB,2020-Q3,NPAT,3995811000000.0
VCB,2020-Q2,NPAT,4615614000000.0
VCB,2020-Q1,NPAT,4182655000000.0
VCB,2019-Q4,NPAT,4400374000000.0
VCB,2019-Q3,NPAT,5051595000000.0
VCB,2019-Q2,NPAT,4364810000000.0
VCB,2019-Q1,NPAT,4710901000000.0
VCB,2018-Q4,NPAT,5280125000000.0
VCB,2018-Q3,NPAT,2938354000000.0
VCB,2018-Q2,NPAT,2931640000000.0
VCB,2018-Q1,NPAT,3507873000000.0
VCB,2026-Q2,NetInterestIncome,19141761000000.0
VCB,2026-Q1,NetInterestIncome,17651083000000.0
VCB,2025-Q4,NetInterestIncome,16266825000000.0
VCB,2025-Q3,NetInterestIncome,14657240000000.0
VCB,2025-Q2,NetInterestIncome,14160192000000.0
VCB,2025-Q1,NetInterestIncome,13687153000000.0
VCB,2024-Q4,NetInterestIncome,13842332000000.0
VCB,2024-Q3,NetInterestIncome,13577636000000.0
VCB,2024-Q2,NetInterestIncome,13907711000000.0
VCB,2024-Q1,NetInterestIncome,14078056000000.0
VCB,2023-Q4,NetInterestIncome,12801224000000.0
VCB,2023-Q3,NetInterestIncome,12596118000000.0
VCB,2023-Q2,NetInterestIncome,14020581000000.0
VCB,2023-Q1,NetInterestIncome,14202946000000.0
VCB,2022-Q4,NetInterestIncome,14809469000000.0
VCB,2022-Q3,NetInterestIncome,13663951000000.0
VCB,2022-Q2,NetInterestIncome,12797206000000.0
VCB,2022-Q1,NetInterestIncome,11975852000000.0
VCB,2021-Q4,NetInterestIncome,10666735000000.0
VCB,2021-Q3,NetInterestIncome,10427846000000.0
VCB,2021-Q2,NetInterestIncome,11096258000000.0
VCB,2021-Q1,NetInterestIncome,10081733000000.0
VCB,2020-Q4,NetInterestIncome,10390415000000.0
VCB,2020-Q3,NetInterestIncome,8723174000000.0
VCB,2020-Q2,NetInterestIncome,8077319000000.0
VCB,2020-Q1,NetInterestIncome,9034321000000.0
VCB,2019-Q4,NetInterestIncome,8639718000000.0
VCB,2019-Q3,NetInterestIncome,8859286000000.0
VCB,2019-Q2,NetInterestIncome,8579589000000.0
VCB,2019-Q1,NetInterestIncome,8498757000000.0
VCB,2018-Q4,NetInterestIncome,7980640000000.0
VCB,2018-Q3,NetInterestIncome,7431525000000.0
VCB,2018-Q2,NetInterestIncome,6799964000000.0
VCB,2018-Q1,NetInterestIncome,6197099000000.0
VCB,2026-Q2,OperatingIncome,26371601000000.0
VCB,2026-Q1,OperatingIncome,21179810000000.0
VCB,2025-Q4,OperatingIncome,19269531000000.0
VCB,2025-Q3,OperatingIncome,18052128000000.0
VCB,2025-Q2,OperatingIncome,17868237000000.0
VCB,2025-Q1,OperatingIncome,17264726000000.0
VCB,2024-Q4,OperatingIncome,17710536000000.0
VCB,2024-Q3,OperatingIncome,16835953000000.0
VCB,2024-Q2,OperatingIncome,16751609000000.0
VCB,2024-Q1,OperatingIncome,17280398000000.0
VCB,2023-Q4,OperatingIncome,15958835000000.0
VCB,2023-Q3,OperatingIncome,15777277000000.0
VCB,2023-Q2,OperatingIncome,17470176000000.0
VCB,2023-Q1,OperatingIncome,18517174000000.0
VCB,2022-Q4,OperatingIncome,18662641000000.0
VCB,2022-Q3,OperatingIncome,16714424000000.0
VCB,2022-Q2,OperatingIncome,15972341000000.0
VCB,2022-Q1,OperatingIncome,16733361000000.0
VCB,2021-Q4,OperatingIncome,14788284000000.0
VCB,2021-Q3,OperatingIncome,13252785000000.0
VCB,2021-Q2,OperatingIncome,12903301000000.0
VCB,2021-Q1,OperatingIncome,15685596000000.0
VCB,2020-Q4,OperatingIncome,14393363000000.0
VCB,2020-Q3,OperatingIncome,11586450000000.0
VCB,2020-Q2,OperatingIncome,10733556000000.0
VCB,2020-Q1,OperatingIncome,12285485000000.0
VCB,2019-Q4,OperatingIncome,10667464000000.0
VCB,2019-Q3,OperatingIncome,11994525000000.0
VCB,2019-Q2,OperatingIncome,11303317000000.0
VCB,2019-Q1,OperatingIncome,11767685000000.0
VCB,2018-Q4,OperatingIncome,10690267000000.0
VCB,2018-Q3,OperatingIncome,9414497000000.0
VCB,2018-Q2,OperatingIncome,9259259000000.0
VCB,2018-Q1,OperatingIncome,9924314000000.0
BID,2026-Q2,ROE,0.1765163382
BID,2026-Q1,ROE,0.1776642496
BID,2025-Q4,ROE,0.1878030961
BID,2025-Q3,ROE,0.1669467977
BID,2025-Q2,ROE,0.1698142672
BID,2025-Q1,ROE,0.1753929381
BID,2024-Q4,ROE,0.187767754
BID,2024-Q3,ROE,0.178286575
BID,2024-Q2,ROE,0.1806127058
BID,2024-Q1,ROE,0.1805202316
BID,2023-Q4,ROE,0.1894828352
BID,2023-Q3,ROE,0.175847658
BID,2023-Q2,ROE,0.1897692571
BID,2023-Q1,ROE,0.196535542
BID,2022-Q4,ROE,0.1906214078
BID,2022-Q3,ROE,0.1749070102
BID,2022-Q2,ROE,0.1459508447
BID,2022-Q1,ROE,0.1270082541
BID,2021-Q4,ROE,0.1201559249
BID,2021-Q3,ROE,0.1201559249
BID,2021-Q1,ROE,0.1036854609847068
BID,2020-Q4,ROE,0.0889591876
BID,2020-Q3,ROE,0.1067635754
BID,2020-Q2,ROE,0.1107414555
BID,2020-Q1,ROE,0.1157404818
BID,2019-Q4,ROE,0.1265992399
BID,2019-Q3,ROE,0.1263591344
BID,2019-Q2,ROE,0.128477175
BID,2019-Q1,ROE,0.1346810184
BID,2018-Q4,ROE,0.1423385483
BID,2018-Q3,ROE,0.1611028467
BID,2018-Q2,ROE,0.1619327892
BID,2018-Q1,ROE,0.1451545166
BID,2026-Q2,ROA,0.0097510053
BID,2026-Q1,ROA,0.0096583093
BID,2025-Q4,ROA,0.0098181685
BID,2025-Q3,ROA,0.0090264685
BID,2025-Q2,ROA,0.0091400579
BID,2025-Q1,ROA,0.0093962541
BID,2024-Q4,ROA,0.0099335136
BID,2024-Q3,ROA,0.009624827
BID,2024-Q2,ROA,0.0098393228
BID,2024-Q1,ROA,0.0098550849
BID,2023-Q4,ROA,0.009727331
BID,2023-Q3,ROA,0.0092699331
BID,2023-Q2,ROA,0.0096934566
BID,2023-Q1,ROA,0.0097342838
BID,2022-Q4,ROA,0.0093544949
BID,2022-Q3,ROA,0.0084969443
BID,2022-Q2,ROA,0.0071442705
BID,2022-Q1,ROA,0.0064300863
BID,2021-Q4,ROA,0.0062400475
BID,2021-Q3,ROA,0.0062400475
BID,2021-Q1,ROA,0.0055938218720257
