Ticker,Period,Metric,Value
CTG,2024-Q1,GrossLoans,1514397585000000.0
CTG,2023-Q4,GrossLoans,1473344564000000.0
CTG,2023-Q3,GrossLoans,1386280071000000.0
CTG,2023-Q2,GrossLoans,1359356681000000.0
CTG,2023-Q1,GrossLoans,1333109461000000.0
CTG,2022-Q4,GrossLoans,1274821709000000.0
CTG,2022-Q3,GrossLoans,1245238538000000.0
CTG,2022-Q2,GrossLoans,1238483280000000.0
CTG,2022-Q1,GrossLoans,1229579098000000.0
CTG,2021-Q4,GrossLoans,1130667767000000.0
CTG,2021-Q3,GrossLoans,1084605792000000.0
CTG,2021-Q2,GrossLoans,1076580794000000.0
CTG,2021-Q1,GrossLoans,1017140022000000.0
CTG,2020-Q4,GrossLoans,1015333270000000.0
CTG,2020-Q3,GrossLoans,958011088000000.0
CTG,2020-Q2,GrossLoans,941487524000000.0
CTG,2020-Q1,GrossLoans,923623069000000.0
CTG,2019-Q4,GrossLoans,935270945000000.0
CTG,2019-Q3,GrossLoans,899056206000000.0
CTG,2019-Q2,GrossLoans,885535114000000.0
CTG,2019-Q1,GrossLoans,861590291000000.0
CTG,2018-Q4,GrossLoans,864925948000000.0
CTG,2018-Q3,GrossLoans,891617481000000.0
CTG,2018-Q2,GrossLoans,867566175000000.0
CTG,2018-Q1,GrossLoans,826357266000000.0
CTG,2026-Q2,CustomerDeposits,1890809553000000.0
CTG,2026-Q1,CustomerDeposits,1824177457000000.0
CTG,2025-Q4,CustomerDeposits,1793732057000000.0
CTG,2025-Q3,CustomerDeposits,1775527421000000.0
CTG,2025-Q2,CustomerDeposits,1719957759000000.0
CTG,2025-Q1,CustomerDeposits,1621227454000000.0
CTG,2024-Q4,CustomerDeposits,1606316685000000.0
CTG,2024-Q3,CustomerDeposits,1516890438000000.0
CTG,2024-Q2,CustomerDeposits,1466830363000000.0
CTG,2024-Q1,CustomerDeposits,1427664878000000.0
CTG,2023-Q4,CustomerDeposits,1410899038000000.0
CTG,2023-Q3,CustomerDeposits,1310323594000000.0
CTG,2023-Q2,CustomerDeposits,1310048451000000.0
CTG,2023-Q1,CustomerDeposits,1272350383000000.0
CTG,2022-Q4,CustomerDeposits,1249181034000000.0
CTG,2022-Q3,CustomerDeposits,1189722937000000.0
CTG,2022-Q2,CustomerDeposits,1205567462000000.0
CTG,2022-Q1,CustomerDeposits,1212678007000000.0
CTG,2021-Q4,CustomerDeposits,1161796827000000.0
CTG,2021-Q3,CustomerDeposits,1072892689000000.0
CTG,2021-Q2,CustomerDeposits,1039512563000000.0
CTG,2021-Q1,CustomerDeposits,1003700363000000.0
CTG,2020-Q4,CustomerDeposits,990331385000000.0
CTG,2020-Q3,CustomerDeposits,939175387000000.0
CTG,2020-Q2,CustomerDeposits,913319796000000.0
CTG,2020-Q1,CustomerDeposits,895750503000000.0
CTG,2019-Q4,CustomerDeposits,892782111000000.0
CTG,2019-Q3,CustomerDeposits,865466194000000.0
CTG,2019-Q2,CustomerDeposits,846859983000000.0
CTG,2019-Q1,CustomerDeposits,824612550000000.0
CTG,2018-Q4,CustomerDeposits,825816119000000.0
CTG,2018-Q3,CustomerDeposits,825749141000000.0
CTG,2018-Q2,CustomerDeposits,852447029000000.0
CTG,2018-Q1,CustomerDeposits,789272736000000.0
CTG,2026-Q2,Equity,200214302000000.0
CTG,2026-Q1,Equity,188692158000000.0
CTG,2025-Q4,Equity,179655005000000.0
CTG,2025-Q3,Equity,169881000000000.0
CTG,2025-Q2,Equity,163826196000000.0
CTG,2025-Q1,Equity,153982172000000.0
CTG,2024-Q4,Equity,148504708000000.0
CTG,2024-Q3,Equity,140985956000000.0
CTG,2024-Q2,Equity,135972854000000.0
CTG,2024-Q1,Equity,130582488000000.0
CTG,2023-Q4,Equity,127570582000000.0
CTG,2023-Q3,Equity,122005123000000.0
CTG,2023-Q2,Equity,118060373000000.0
CTG,2023-Q1,Equity,112945173000000.0
CTG,2022-Q4,Equity,108304722000000.0
CTG,2022-Q3,Equity,106108656000000.0
CTG,2022-Q2,Equity,102782081000000.0
CTG,2022-Q1,Equity,98296423000000.0
CTG,2021-Q4,Equity,93653118000000.0
CTG,2021-Q3,Equity,95601232000000.0
CTG,2021-Q2,Equity,93247451000000.0
CTG,2021-Q1,Equity,91837105000000.0
CTG,2020-Q4,Equity,85395014000000.0
CTG,2020-Q3,Equity,83322463000000.0
CTG,2020-Q2,Equity,81019441000000.0
CTG,2020-Q1,Equity,78811234000000.0
CTG,2019-Q4,Equity,77355580000000.0
CTG,2019-Q3,Equity,74878643000000.0
CTG,2019-Q2,Equity,72497243000000.0
CTG,2019-Q1,Equity,70125496000000.0
CTG,2018-Q4,Equity,67468807000000.0
CTG,2018-Q3,Equity,69915125000000.0
CTG,2018-Q2,Equity,68042463000000.0
CTG,2018-Q1,Equity,66171887000000.0
CTG,2026-Q2,NPAT,11783490000000.0
CTG,2026-Q1,NPAT,8960041000000.0
CTG,2025-Q4,NPAT,11107411000000.0
CTG,2025-Q3,NPAT,8512463000000.0
CTG,2025-Q2,NPAT,9752005000000.0
CTG,2025-Q1,NPAT,5499387000000.0
CTG,2024-Q4,NPAT,9878172000000.0
CTG,2024-Q3,NPAT,5192512000000.0
CTG,2024-Q2,NPAT,5409359000000.0
CTG,2024-Q1,NPAT,5002524000000.0
CTG,2023-Q4,NPAT,6143224000000.0
CTG,2023-Q3,NPAT,3895322000000.0
CTG,2023-Q2,NPAT,5263655000000.0
CTG,2023-Q1,NPAT,4831201000000.0
CTG,2022-Q4,NPAT,4273632000000.0
CTG,2022-Q3,NPAT,3319664000000.0
CTG,2022-Q2,NPAT,4680851000000.0
CTG,2022-Q1,NPAT,4697912000000.0
CTG,2021-Q4,NPAT,2985705000000.0
CTG,2021-Q3,NPAT,2465637000000.0
CTG,2021-Q2,NPAT,2296457000000.0
CTG,2021-Q1,NPAT,6471151000000.0
CTG,2020-Q4,NPAT,5428599000000.0
CTG,2020-Q3,NPAT,2341649000000.0
CTG,2020-Q2,NPAT,3610243000000.0
CTG,2020-Q1,NPAT,2404717000000.0
CTG,2019-Q4,NPAT,2653766000000.0
CTG,2019-Q3,NPAT,2517146000000.0
CTG,2019-Q2,NPAT,1768276000000.0
CTG,2019-Q1,NPAT,2539084000000.0
CTG,2018-Q4,NPAT,-848545000000.0
CTG,2018-Q3,NPAT,1872915000000.0
CTG,2018-Q2,NPAT,1812339000000.0
CTG,2018-Q1,NPAT,2440537000000.0
CTG,2026-Q2,NetInterestIncome,20730462000000.0
CTG,2026-Q1,NetInterestIncome,19385153000000.0
CTG,2025-Q4,NetInterestIncome,17959696000000.0
CTG,2025-Q3,NetInterestIncome,17175718000000.0
CTG,2025-Q2,NetInterestIncome,15842616000000.0
CTG,2025-Q1,NetInterestIncome,15475215000000.0
CTG,2024-Q4,NetInterestIncome,16312157000000.0
CTG,2024-Q3,NetInterestIncome,15577514000000.0
CTG,2024-Q2,NetInterestIncome,15338887000000.0
CTG,2024-Q1,NetInterestIncome,15174236000000.0
CTG,2023-Q4,NetInterestIncome,14572026000000.0
CTG,2023-Q3,NetInterestIncome,13087437000000.0
CTG,2023-Q2,NetInterestIncome,12757470000000.0
CTG,2023-Q1,NetInterestIncome,12666171000000.0
CTG,2022-Q4,NetInterestIncome,12847616000000.0
CTG,2022-Q3,NetInterestIncome,12923636000000.0
CTG,2022-Q2,NetInterestIncome,12012925000000.0
CTG,2022-Q1,NetInterestIncome,10145865000000.0
CTG,2021-Q4,NetInterestIncome,10395939000000.0
CTG,2021-Q3,NetInterestIncome,9871806000000.0
CTG,2021-Q2,NetInterestIncome,10878584000000.0
CTG,2021-Q1,NetInterestIncome,10642136000000.0
CTG,2020-Q4,NetInterestIncome,10285011000000.0
CTG,2020-Q3,NetInterestIncome,9078280000000.0
CTG,2020-Q2,NetInterestIncome,7797899000000.0
CTG,2020-Q1,NetInterestIncome,8418438000000.0
CTG,2019-Q4,NetInterestIncome,8692147000000.0
CTG,2019-Q3,NetInterestIncome,8329850000000.0
CTG,2019-Q2,NetInterestIncome,8227205000000.0
CTG,2019-Q1,NetInterestIncome,7949636000000.0
CTG,2018-Q4,NetInterestIncome,264329000000.0
CTG,2018-Q3,NetInterestIncome,7507069000000.0
CTG,2018-Q2,NetInterestIncome,7206861000000.0
CTG,2018-Q1,NetInterestIncome,7233573000000.0
CTG,2026-Q2,OperatingIncome,26384590000000.0
CTG,2026-Q1,OperatingIncome,25101554000000.0
CTG,2025-Q4,OperatingIncome,23424582000000.0
CTG,2025-Q3,OperatingIncome,22499744000000.0
CTG,2025-Q2,OperatingIncome,20917080000000.0
CTG,2025-Q1,OperatingIncome,20453383000000.0
CTG,2024-Q4,OperatingIncome,21285059000000.0
CTG,2024-Q3,OperatingIncome,21916298000000.0
CTG,2024-Q2,OperatingIncome,19640437000000.0
CTG,2024-Q1,OperatingIncome,19066889000000.0
CTG,2023-Q4,OperatingIncome,18475438000000.0
CTG,2023-Q3,OperatingIncome,17393154000000.0
CTG,2023-Q2,OperatingIncome,17771930000000.0
CTG,2023-Q1,OperatingIncome,17018045000000.0
CTG,2022-Q4,OperatingIncome,17245343000000.0
CTG,2022-Q3,OperatingIncome,17324179000000.0
CTG,2022-Q2,OperatingIncome,15940666000000.0
CTG,2022-Q1,OperatingIncome,14070205000000.0
CTG,2021-Q4,OperatingIncome,13887108000000.0
CTG,2021-Q3,OperatingIncome,12255458000000.0
CTG,2021-Q2,OperatingIncome,14083397000000.0
CTG,2021-Q1,OperatingIncome,12922553000000.0
CTG,2020-Q4,OperatingIncome,13187053000000.0
CTG,2020-Q3,OperatingIncome,11510962000000.0
CTG,2020-Q2,OperatingIncome,9974677000000.0
CTG,2020-Q1,OperatingIncome,10684767000000.0
CTG,2019-Q4,OperatingIncome,10573446000000.0
CTG,2019-Q3,OperatingIncome,10375880000000.0
CTG,2019-Q2,OperatingIncome,9940143000000.0
CTG,2019-Q1,OperatingIncome,9632267000000.0
CTG,2018-Q4,OperatingIncome,1820106000000.0
CTG,2018-Q3,OperatingIncome,9288937000000.0
CTG,2018-Q2,OperatingIncome,8501967000000.0
CTG,2018-Q1,OperatingIncome,8834517000000.0
TCB,2026-Q2,ROE,0.147648269
TCB,2026-Q1,ROE,0.1470839992
TCB,2025-Q4,ROE,0.1544719515
TCB,2025-Q3,ROE,0.1367378018
TCB,2025-Q2,ROE,0.1401370303
TCB,2025-Q1,ROE,0.1453451278
TCB,2024-Q4,ROE,0.1539795402
TCB,2024-Q3,ROE,0.1635766585
TCB,2024-Q2,ROE,0.1604403781
TCB,2024-Q1,ROE,0.1520175167
TCB,2023-Q4,ROE,0.1469452028
TCB,2023-Q3,ROE,0.1422843547
TCB,2023-Q2,ROE,0.1534793772
TCB,2023-Q1,ROE,0.1717736593
TCB,2022-Q4,ROE,0.1951927606
TCB,2022-Q3,ROE,0.2088422915
TCB,2022-Q2,ROE,0.2105372576
TCB,2022-Q1,ROE,0.2153483588
TCB,2021-Q4,ROE,0.2134837729
TCB,2021-Q3,ROE,0.2134837729
TCB,2021-Q1,ROE,0.1955916265
TCB,2020-Q4,ROE,0.1803381614
TCB,2020-Q3,ROE,0.1722854238
TCB,2020-Q2,ROE,0.171617554
TCB,2020-Q1,ROE,0.1727190634
TCB,2019-Q4,ROE,0.1769811995
TCB,2019-Q3,ROE,0.1683426525
TCB,2019-Q2,ROE,0.1665167549
TCB,2019-Q1,ROE,0.167778909
TCB,2018-Q4,ROE,0.2150274191
TCB,2018-Q3,ROE,0.2171344399
TCB,2018-Q2,ROE,0.2560279145
TCB,2026-Q2,ROA,0.0226654319
TCB,2026-Q1,ROA,0.0228688109
TCB,2025-Q4,ROA,0.0232967001
TCB,2025-Q3,ROA,0.0212667551
TCB,2025-Q2,ROA,0.0216683928
TCB,2025-Q1,ROA,0.0223484598
TCB,2024-Q4,ROA,0.0235444477
TCB,2024-Q3,ROA,0.0253082766
TCB,2024-Q2,ROA,0.0250720698
TCB,2024-Q1,ROA,0.0242888353
TCB,2023-Q4,ROA,0.0232529968
TCB,2023-Q3,ROA,0.0233071141
TCB,2023-Q2,ROA,0.0251830618
TCB,2023-Q1,ROA,0.0281753894
TCB,2022-Q4,ROA,0.0317889084
TCB,2022-Q3,ROA,0.0342022573
TCB,2022-Q2,ROA,0.0344555893
TCB,2022-Q1,ROA,0.0358061672
TCB,2021-Q4,ROA,0.0357192966
TCB,2021-Q3,ROA,0.0357192966
TCB,2021-Q1,ROA,0.0335713803
TCB,2020-Q4,ROA,0.0299403745
TCB,2020-Q3,ROA,0.0289949563
TCB,2020-Q2,ROA,0.0282180721
TCB,2020-Q1,ROA,0.0277931878
TCB,2019-Q4,ROA,0.0285945929
TCB,2019-Q3,ROA,0.0270457503
TCB,2019-Q2,ROA,0.0266887885
TCB,2019-Q1,ROA,0.0269872087
TCB,2018-Q4,ROA,0.028668844
TCB,2018-Q3,ROA,0.0303598251
TCB,2018-Q2,ROA,0.0312549251
TCB,2026-Q2,NIM,0.0363342376
TCB,2026-Q1,NIM,0.0366914486
TCB,2025-Q4,NIM,0.0375994307
TCB,2025-Q3,NIM,0.036748286
TCB,2025-Q2,NIM,0.0378328289
TCB,2025-Q1,NIM,0.0399735196
TCB,2024-Q4,NIM,0.0424193307
TCB,2024-Q3,NIM,0.0427319024
TCB,2024-Q2,NIM,0.0428759579
TCB,2024-Q1,NIM,0.0409849949
TCB,2023-Q4,NIM,0.0403256975
TCB,2023-Q3,NIM,0.0412021869
TCB,2023-Q2,NIM,0.043358568
TCB,2023-Q1,NIM,0.0473989189
TCB,2022-Q4,NIM,0.0531923979
TCB,2022-Q3,NIM,0.0547316868
TCB,2022-Q2,NIM,0.055630912
TCB,2022-Q1,NIM,0.0579415057
TCB,2021-Q4,NIM,0.0560761342
TCB,2021-Q3,NIM,0.0560761342
TCB,2021-Q1,NIM,0.0536387018
TCB,2020-Q4,NIM,0.0500526601
TCB,2020-Q3,NIM,0.0484829445
TCB,2020-Q2,NIM,0.0449490621
TCB,2020-Q1,NIM,0.042960063
TCB,2019-Q4,NIM,0.0445136474
TCB,2019-Q3,NIM,0.0411238457
TCB,2019-Q2,NIM,0.041237212
TCB,2019-Q1,NIM,0.0413006792
TCB,2018-Q4,NIM,0.0412557504
TCB,2018-Q3,NIM,0.0401034196
TCB,2018-Q2,NIM,0.0388622995
TCB,2026-Q2,NPL,0.0108228503
TCB,2026-Q1,NPL,0.0109121852
TCB,2025-Q4,NPL,0.0106802919
TCB,2025-Q3,NPL,0.0116289807
TCB,2025-Q2,NPL,0.0125722701
TCB,2025-Q1,NPL,0.0117281839
TCB,2024-Q4,NPL,0.0112403346
TCB,2024-Q3,NPL,0.0129075412
TCB,2024-Q2,NPL,0.0123075019
TCB,2024-Q1,NPL,0.011294799
TCB,2023-Q4,NPL,0.0115670308
TCB,2023-Q3,NPL,0.0135983389
TCB,2023-Q2,NPL,0.0107434501
TCB,2023-Q1,NPL,0.008478797
TCB,2022-Q4,NPL,0.0072115197
TCB,2022-Q3,NPL,0.0064921153
TCB,2022-Q2,NPL,0.0060213953
TCB,2022-Q1,NPL,0.0066040934
TCB,2021-Q4,NPL,0.0056969895
TCB,2021-Q3,NPL,0.0056969895
TCB,2021-Q1,NPL,0.0038317972
TCB,2020-Q4,NPL,0.0046669446
TCB,2020-Q3,NPL,0.0059989414
TCB,2020-Q2,NPL,0.0090665913
TCB,2020-Q1,NPL,0.0109030313
TCB,2019-Q4,NPL,0.0133355675
TCB,2019-Q3,NPL,0.0180400815
TCB,2019-Q2,NPL,0.0178043868
TCB,2019-Q1,NPL,0.0178461576
TCB,2018-Q4,NPL,0.0175282151
TCB,2018-Q3,NPL,0.0205357591
TCB,2018-Q2,NPL,0.0203730559
TCB,2022-Q2,CAR,0.1583
TCB,2020-Q2,CAR,0.1687
TCB,2026-Q2,CIR,0.3092085877
TCB,2026-Q1,CIR,0.2829409444
TCB,2025-Q4,CIR,0.3077746348
TCB,2025-Q3,CIR,0.3154621681
TCB,2025-Q2,CIR,0.3006108201
TCB,2025-Q1,CIR,0.2829092226
TCB,2024-Q4,CIR,0.3270824675
TCB,2024-Q3,CIR,0.291883973
TCB,2024-Q2,CIR,0.2942670236
TCB,2024-Q1,CIR,0.2649810586
TCB,2023-Q4,CIR,0.3307896849
TCB,2023-Q3,CIR,0.3484890761
TCB,2023-Q2,CIR,0.3076501224
TCB,2023-Q1,CIR,0.3378596542
TCB,2022-Q4,CIR,0.3275632437
TCB,2022-Q3,CIR,0.2915374071
TCB,2022-Q2,CIR,0.2980525662
TCB,2022-Q1,CIR,0.3013622641
TCB,2021-Q4,CIR,0.2993329991
TCB,2021-Q3,CIR,0.2993329991
TCB,2021-Q1,CIR,0.2869486158
TCB,2020-Q4,CIR,0.3191711825
TCB,2020-Q3,CIR,0.3320339282
TCB,2020-Q2,CIR,0.2950434068
TCB,2020-Q1,CIR,0.354485824
TCB,2019-Q4,CIR,0.3470884124
TCB,2019-Q3,CIR,0.3348479106
TCB,2019-Q2,CIR,0.3351423039
TCB,2019-Q1,CIR,0.3664269194
TCB,2018-Q4,CIR,0.3183967776
TCB,2018-Q3,CIR,0.2836311631
TCB,2018-Q2,CIR,0.2877232459
TCB,2026-Q2,LDR,1.2790980022
TCB,2026-Q1,LDR,1.328531188
TCB,2025-Q4,LDR,1.2402695468
TCB,2025-Q3,LDR,1.2883998558
TCB,2025-Q2,LDR,1.303138104
TCB,2025-Q1,LDR,1.2485214935
TCB,2024-Q4,LDR,1.1843532514
TCB,2024-Q3,LDR,1.2653514377
TCB,2024-Q2,LDR,1.2287448166
TCB,2024-Q1,LDR,1.221020091
TCB,2023-Q4,LDR,1.1407220327
TCB,2023-Q3,LDR,1.1627231396
TCB,2023-Q2,LDR,1.2214961881
TCB,2023-Q1,LDR,1.2017244499
TCB,2022-Q4,LDR,1.1733238392
TCB,2022-Q3,LDR,1.2873052078
TCB,2022-Q2,LDR,1.2182303193
TCB,2022-Q1,LDR,1.1035375935
TCB,2021-Q4,LDR,1.014748174
TCB,2021-Q3,LDR,1.014748174
TCB,2021-Q1,LDR,1.0307685244
TCB,2020-Q4,LDR,1.0002377435
TCB,2020-Q3,LDR,0.9134633627
TCB,2020-Q2,LDR,0.9271925045
TCB,2020-Q1,LDR,0.9869088226
TCB,2019-Q4,LDR,0.9978610422
TCB,2019-Q3,LDR,0.9390013105
TCB,2019-Q2,LDR,0.8418685044
TCB,2019-Q1,LDR,0.7877524232
TCB,2018-Q4,LDR,0.7940798284
TCB,2018-Q3,LDR,0.8623625844
TCB,2018-Q2,LDR,0.894876258
TCB,2026-Q2,CASA,0.3502048667
TCB,2026-Q1,CASA,0.3264645775
TCB,2025-Q4,CASA,0.3587434188
TCB,2025-Q3,CASA,0.3835453331
TCB,2025-Q2,CASA,0.3639425242
TCB,2025-Q1,CASA,0.3505991045
TCB,2024-Q4,CASA,0.3735381769
TCB,2024-Q3,CASA,0.3653753355
TCB,2024-Q2,CASA,0.3737472745
TCB,2024-Q1,CASA,0.404665317
TCB,2023-Q4,CASA,0.3991410726
TCB,2023-Q3,CASA,0.3363451966
TCB,2023-Q2,CASA,0.3491994805
TCB,2023-Q1,CASA,0.3203339623
TCB,2022-Q4,CASA,0.3695882788
TCB,2022-Q3,CASA,0.4646251964
TCB,2022-Q2,CASA,0.474635164
TCB,2022-Q1,CASA,0.5039161967
TCB,2021-Q4,CASA,0.504708488
TCB,2021-Q3,CASA,0.4899527523
TCB,2021-Q1,CASA,0.4424295615
TCB,2020-Q4,CASA,0.4614684982
TCB,2020-Q3,CASA,0.3857329602
TCB,2020-Q2,CASA,0.3441781876
TCB,2020-Q1,CASA,0.3221213361
TCB,2019-Q4,CASA,0.3446464864
TCB,2019-Q3,CASA,0.2995555535
TCB,2019-Q2,CASA,0.3036021186
TCB,2019-Q1,CASA,0.281621823
TCB,2018-Q4,CASA,0.2871771149
TCB,2018-Q3,CASA,0.2474719388
TCB,2018-Q2,CASA,0.2461989261
TCB,2026-Q2,PB,1.2261144967
TCB,2026-Q1,PB,1.2898956006
TCB,2025-Q4,PB,1.327280517
TCB,2025-Q3,PB,1.574749298
TCB,2025-Q2,PB,1.831859987
TCB,2025-Q1,PB,1.6382492399
TCB,2024-Q4,PB,1.2631495845
TCB,2024-Q3,PB,1.1648980259
TCB,2024-Q2,PB,1.2506132202
TCB,2024-Q1,PB,1.1767518385
TCB,2023-Q4,PB,1.2814120995
TCB,2023-Q3,PB,0.9693953468
TCB,2023-Q2,PB,0.9427913607
TCB,2023-Q1,PB,0.9531244902
TCB,2022-Q4,PB,0.9051804774
TCB,2022-Q3,PB,0.8981549631
TCB,2022-Q2,PB,0.8591419325
TCB,2022-Q1,PB,1.297252187
TCB,2021-Q4,PB,1.7365199257
TCB,2021-Q3,PB,1.9531524668
TCB,2021-Q1,PB,2.3877963955
TCB,2020-Q4,PB,1.8651941237
TCB,2020-Q3,PB,1.6737236525
TCB,2020-Q2,PB,1.2188483813
TCB,2020-Q1,PB,1.062294609
TCB,2019-Q4,PB,0.968766836
TCB,2019-Q3,PB,1.3913662797
TCB,2019-Q2,PB,1.4846296787
TCB,2019-Q1,PB,1.3519337912
TCB,2018-Q4,PB,1.6464212149
TCB,2018-Q3,PB,1.8832315269
TCB,2018-Q2,PB,2.0494710047
TCB,2026-Q2,PE,8.0952574354
TCB,2026-Q1,PE,8.7583677899
TCB,2025-Q4,PE,8.9041391191
TCB,2025-Q3,PE,11.7340730437
TCB,2025-Q2,PE,13.5226658764
TCB,2025-Q1,PE,11.6477870099
TCB,2024-Q4,PE,8.512548075
TCB,2024-Q3,PE,7.3616543745
TCB,2024-Q2,PE,7.9891802171
TCB,2024-Q1,PE,8.1382371231
TCB,2023-Q4,PE,9.2616863103
TCB,2023-Q3,PE,7.1247900953
TCB,2023-Q2,PE,6.4222572428
TCB,2023-Q1,PE,5.8110753933
TCB,2022-Q4,PE,5.0385353485
TCB,2022-Q3,PE,4.6050342182
TCB,2022-Q2,PE,4.3885697734
TCB,2022-Q1,PE,6.614888531
TCB,2021-Q4,PE,8.8579073991
TCB,2021-Q3,PE,9.8186642285
TCB,2021-Q1,PE,13.1316545048
TCB,2020-Q4,PE,11.2185517693
TCB,2020-Q3,PE,10.2860934157
TCB,2020-Q2,PE,7.5261695389
TCB,2020-Q1,PE,6.5290253263
TCB,2019-Q4,PE,5.9406023083
TCB,2019-Q3,PE,8.7821250597
TCB,2019-Q2,PE,9.4717886055
TCB,2019-Q1,PE,8.5457101092
TCB,2018-Q4,PE,10.0607684914
TCB,2018-Q3,PE,10.206529667
TCB,2018-Q2,PE,10.8486033885
TCB,2026-Q2,TotalAssets,1273076923000000.0
TCB,2026-Q1,TotalAssets,1190453754000000.0
TCB,2025-Q4,TotalAssets,1192344137000000.0
TCB,2025-Q3,TotalAssets,1129570458000000.0
TCB,2025-Q2,TotalAssets,1037645395000000.0
TCB,2025-Q1,TotalAssets,989215993000000.0
TCB,2024-Q4,TotalAssets,978798549000000.0
TCB,2024-Q3,TotalAssets,927053345000000.0
TCB,2024-Q2,TotalAssets,908306700000000.0
TCB,2024-Q1,TotalAssets,885653461000000.0
TCB,2023-Q4,TotalAssets,849482012000000.0
TCB,2023-Q3,TotalAssets,781278666000000.0
TCB,2023-Q2,TotalAssets,732470169000000.0
TCB,2023-Q1,TotalAssets,723517800000000.0
TCB,2022-Q4,TotalAssets,699032544000000.0
TCB,2022-Q3,TotalAssets,671353524000000.0
TCB,2022-Q2,TotalAssets,623738504000000.0
TCB,2022-Q1,TotalAssets,615270328000000.0
TCB,2021-Q4,TotalAssets,568811435000000.0
TCB,2021-Q3,TotalAssets,541635295000000.0
TCB,2021-Q2,TotalAssets,504303766000000.0
TCB,2021-Q1,TotalAssets,462822690000000.0
TCB,2020-Q4,TotalAssets,439602933000000.0
TCB,2020-Q3,TotalAssets,401461729000000.0
TCB,2020-Q2,TotalAssets,395861051000000.0
TCB,2020-Q1,TotalAssets,391807859000000.0
TCB,2019-Q4,TotalAssets,383699461000000.0
TCB,2019-Q3,TotalAssets,367538462000000.0
TCB,2019-Q2,TotalAssets,360661683000000.0
TCB,2019-Q1,TotalAssets,326111765000000.0
TCB,2018-Q4,TotalAssets,321049453000000.0
TCB,2018-Q3,TotalAssets,311795636000000.0
TCB,2018-Q2,TotalAssets,300404808000000.0
TCB,2018-Q1,TotalAssets,273152696000000.0
TCB,2026-Q2,GrossLoans,847335568000000.0
TCB,2026-Q1,GrossLoans,796863951000000.0
TCB,2025-Q4,GrossLoans,767617129000000.0
TCB,2025-Q3,GrossLoans,766709929000000.0
TCB,2025-Q2,GrossLoans,710313010000000.0
TCB,2025-Q1,GrossLoans,663692866000000.0
TCB,2024-Q4,GrossLoans,631724964000000.0
TCB,2024-Q3,GrossLoans,626290777000000.0
TCB,2024-Q2,GrossLoans,592083271000000.0
TCB,2024-Q1,GrossLoans,559276885000000.0
TCB,2023-Q4,GrossLoans,518641568000000.0
TCB,2023-Q3,GrossLoans,475605589000000.0
TCB,2023-Q2,GrossLoans,466546217000000.0
TCB,2023-Q1,GrossLoans,465425345000000.0
TCB,2022-Q4,GrossLoans,420523705000000.0
TCB,2022-Q3,GrossLoans,410545854000000.0
TCB,2022-Q2,GrossLoans,391823802000000.0
TCB,2022-Q1,GrossLoans,365742636000000.0
TCB,2021-Q4,GrossLoans,347341244000000.0
TCB,2021-Q3,GrossLoans,321042016000000.0
TCB,2021-Q2,GrossLoans,313513991000000.0
TCB,2021-Q1,GrossLoans,296290213000000.0
TCB,2020-Q4,GrossLoans,277524615000000.0
TCB,2020-Q3,GrossLoans,230715706000000.0
TCB,2020-Q2,GrossLoans,231665787000000.0
TCB,2020-Q1,GrossLoans,232021072000000.0
TCB,2019-Q4,GrossLoans,230802027000000.0
TCB,2019-Q3,GrossLoans,205317032000000.0
TCB,2019-Q2,GrossLoans,185432165000000.0
TCB,2019-Q1,GrossLoans,163835435000000.0
TCB,2018-Q4,GrossLoans,159942048000000.0
TCB,2018-Q3,GrossLoans,166938850000000.0
TCB,2018-Q2,GrossLoans,166700421000000.0
TCB,2018-Q1,GrossLoans,163948354000000.0
TCB,2026-Q2,CustomerDeposits,662447730000000.0
TCB,2026-Q1,CustomerDeposits,599808238000000.0
TCB,2025-Q4,CustomerDeposits,618911535000000.0
TCB,2025-Q3,CustomerDeposits,595086941000000.0
TCB,2025-Q2,CustomerDeposits,545078843000000.0
TCB,2025-Q1,CustomerDeposits,531583052000000.0
TCB,2024-Q4,CustomerDeposits,533392350000000.0
TCB,2024-Q3,CustomerDeposits,494954017000000.0
TCB,2024-Q2,CustomerDeposits,481860239000000.0
TCB,2024-Q1,CustomerDeposits,458040690000000.0
TCB,2023-Q4,CustomerDeposits,454660779000000.0
TCB,2023-Q3,CustomerDeposits,409044572000000.0
TCB,2023-Q2,CustomerDeposits,381946519000000.0
TCB,2023-Q1,CustomerDeposits,387297891000000.0
TCB,2022-Q4,CustomerDeposits,358403785000000.0
TCB,2022-Q3,CustomerDeposits,318918817000000.0
TCB,2022-Q2,CustomerDeposits,321633599000000.0
TCB,2022-Q1,CustomerDeposits,328914024000000.0
TCB,2021-Q4,CustomerDeposits,314752525000000.0
TCB,2021-Q3,CustomerDeposits,316376047000000.0
TCB,2021-Q2,CustomerDeposits,289334731000000.0
TCB,2021-Q1,CustomerDeposits,287445926000000.0
TCB,2020-Q4,CustomerDeposits,277458651000000.0
TCB,2020-Q3,CustomerDeposits,252572479000000.0
TCB,2020-Q2,CustomerDeposits,249857269000000.0
TCB,2020-Q1,CustomerDeposits,235098792000000.0
TCB,2019-Q4,CustomerDeposits,231296761000000.0
TCB,2019-Q3,CustomerDeposits,218654681000000.0
TCB,2019-Q2,CustomerDeposits,220262623000000.0
